student_id,year,band,instrument,lyrical_etude_musicality_tempo_style,lyrical_etude_tone_quality,lyrical_etude_note_accuracy,lyrical_etude_rhythmic_accuracy,lyrical_etude_artistry,technical_etude_musicality_tempo_style,technical_etude_tone_quality,technical_etude_note_accuracy,technical_etude_rhythmic_accuracy,technical_etude_articulation,technical_etude_artistry,sight_reading_musicality_tempo_style,sight_reading_tone_quality,sight_reading_note_accuracy,sight_reading_rhythmic_accuracy,sight_reading_artistry,scales_chromatic,scales_g,scales_gb,scales_c,scales_f,scales_bb,scales_eb,scales_ab,scales_a,scales_b,scales_d,scales_e,scales_db,scales_tone_quality,scales_musicality_tempo_style,scales_articulation_style,scales_note_accuracy
40912,2014,middleschool,Trumpet,0.2,0.27,0.3,0.3,0.2,0.1,0.07,0.2,0.2,0.4,-1,0.0,0.0,0.0,0.0,0.0,0.2,0.07,-1,0.0,0.13,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.0,0.2,-1,0.07
40941,2014,middleschool,French Horn,0.25,0.53,0.6,0.7,0.2,0.35,0.47,0.6,0.8,0.4,-1,0.2,0.2,0.3,0.2,0.2,0.33,0.13,-1,0.13,0.13,0.2,0.13,0.27,-1,-1,-1,-1,0.27,0.2,0.3,-1,0.6
40944,2014,middleschool,Euphonium,0.6,0.4,0.7,0.7,0.6,0.55,0.4,0.7,0.7,0.4,-1,0.3,0.2,0.5,0.5,0.2,0.53,0.13,-1,0.0,0.13,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.4,0.4,-1,0.43
40949,2014,middleschool,Oboe,0.4,0.13,0.9,0.5,0.0,0.25,0.0,0.7,0.7,0.2,-1,0.0,0.0,0.1,0.1,0.0,0.93,0.0,-1,0.33,0.0,0.33,0.0,0.0,-1,-1,-1,-1,0.33,0.13,0.6,-1,0.73
40950,2014,middleschool,Flute,0.25,0.53,0.8,1.0,0.0,0.35,0.53,1.0,1.0,2.2,-1,0.3,0.2,0.3,0.3,0.0,0.0,0.33,-1,0.53,0.33,0.33,0.33,0.33,-1,-1,-1,-1,0.33,0.6,0.5,-1,0.4
40965,2014,middleschool,Flute,0.55,0.73,1.0,1.0,0.6,0.65,0.67,0.8,1.0,0.4,-1,0.7,0.4,0.6,0.5,0.6,0.67,0.33,-1,0.53,0.33,0.33,0.33,0.33,-1,-1,-1,-1,0.33,0.6,0.7,-1,0.7
40981,2014,middleschool,Bari Saxophone,0.25,0.47,0.9,0.8,0.2,0.25,0.4,0.8,0.7,0.4,-1,0.3,0.4,0.7,0.5,0.2,0.47,0.0,-1,0.0,0.2,0.0,0.2,0.0,-1,-1,-1,-1,0.0,0.47,0.5,-1,0.87
40984,2014,middleschool,Trumpet,0.1,0.27,0.5,0.4,0.2,0.05,0.07,0.5,0.5,0.6,-1,0.1,0.4,0.2,0.4,0.2,0.87,0.0,-1,0.0,0.13,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.13,0.1,-1,0.27
40998,2014,middleschool,Trumpet,0.15,0.13,0.6,0.5,0.2,0.1,0.13,0.6,0.7,0.4,-1,0.2,0.4,0.4,0.3,0.0,1.0,0.07,-1,0.0,0.13,0.07,0.0,0.33,-1,-1,-1,-1,0.0,0.33,0.4,-1,0.5
41000,2014,middleschool,Flute,0.45,0.53,1.0,1.0,0.0,0.35,0.53,1.0,1.0,0.2,-1,0.1,0.2,0.2,0.3,0.0,0.73,0.33,-1,0.33,0.33,0.33,0.33,0.33,-1,-1,-1,-1,0.33,0.53,0.6,-1,0.5
41007,2014,middleschool,Trombone,0.45,0.53,0.8,0.8,0.0,0.5,0.53,0.6,0.7,0.4,-1,0.0,0.6,0.4,0.0,0.0,0.8,0.13,-1,0.0,0.2,0.0,0.0,0.2,-1,-1,-1,-1,0.0,0.8,0.6,-1,0.83
41009,2014,middleschool,Trumpet,0.1,0.2,0.4,0.5,0.0,0.4,0.2,0.6,0.5,0.6,-1,0.1,0.4,0.3,0.1,0.0,0.8,0.2,-1,0.0,0.2,0.13,0.0,0.13,-1,-1,-1,-1,0.0,0.0,0.0,-1,0.4
41010,2014,middleschool,Flute,0.4,0.67,0.9,0.8,0.0,0.6,0.6,1.0,1.0,0.4,-1,0.4,0.4,0.3,0.3,0.0,0.0,0.33,-1,0.33,0.0,0.33,0.33,0.33,-1,-1,-1,-1,0.53,0.6,0.6,-1,0.57
41013,2014,middleschool,Bb Clarinet,0.3,0.6,1.0,0.5,0.2,0.45,0.67,1.0,0.8,0.8,-1,0.0,0.8,0.6,0.2,0.0,0.8,0.27,-1,0.2,0.33,0.27,0.33,0.27,-1,-1,-1,-1,0.13,0.47,0.4,-1,0.5
41014,2014,middleschool,Eb Contra Alto Clarinet,0.65,0.73,0.3,0.8,0.4,0.25,0.73,0.7,0.5,0.2,-1,0.0,0.6,0.5,0.1,0.0,0.2,0.07,-1,0.0,0.2,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.8,0.1,-1,0.17
41016,2014,middleschool,Trombone,0.75,0.8,0.9,0.8,0.4,0.75,0.8,0.8,0.9,0.8,-1,0.7,0.6,0.7,0.8,0.2,0.87,0.0,-1,0.0,0.33,0.0,0.0,0.13,-1,-1,-1,-1,0.0,0.8,0.8,-1,0.83
41017,2014,middleschool,French Horn,0.7,0.53,0.8,0.9,0.4,0.7,0.53,0.7,0.7,0.4,-1,0.2,0.4,0.3,0.4,0.0,0.73,0.0,-1,0.2,0.27,0.2,0.0,0.27,-1,-1,-1,-1,0.13,0.53,0.5,-1,0.7
41030,2014,middleschool,Alto Saxophone,0.25,0.27,0.9,0.7,0.2,0.35,0.27,0.8,0.8,0.6,-1,0.3,0.2,0.7,0.6,0.2,0.73,0.2,-1,0.0,0.13,0.2,0.13,0.13,-1,-1,-1,-1,0.13,0.2,0.5,-1,0.53
41032,2014,middleschool,Bb Clarinet,0.9,0.93,0.8,1.0,0.6,0.75,1.0,1.0,1.0,1.0,-1,0.2,0.8,0.8,0.7,0.2,0.8,0.27,-1,0.27,0.33,0.33,0.47,0.27,-1,-1,-1,-1,0.07,0.93,0.7,-1,0.57
41037,2014,middleschool,Trumpet,0.05,0.2,0.8,0.3,0.2,0.25,0.47,0.6,0.6,0.4,-1,0.1,0.4,0.4,0.1,0.2,1.0,0.0,-1,0.0,0.33,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.8,0.9,-1,1.0
41041,2014,middleschool,French Horn,0.5,0.67,0.6,0.6,0.2,0.25,0.4,0.3,0.7,0.0,-1,0.2,0.4,0.5,0.2,0.0,0.2,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.4,0.4,-1,0.77
41042,2014,middleschool,Trumpet,0.05,0.2,0.6,0.8,0.0,0.1,0.13,0.1,0.4,0.2,-1,0.0,0.0,0.1,0.1,0.0,0.8,0.0,-1,0.0,0.2,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.07,0.1,-1,0.13
41049,2014,middleschool,Alto Saxophone,0.35,0.47,0.9,0.7,0.4,0.3,0.53,0.9,0.8,0.4,-1,0.3,0.4,0.7,0.4,0.2,0.47,0.0,-1,0.0,0.13,0.0,0.13,0.07,-1,-1,-1,-1,0.0,0.47,0.2,-1,0.43
41071,2014,middleschool,Tenor Saxophone,0.4,0.47,1.0,0.9,0.2,0.35,0.47,0.9,0.9,0.6,-1,0.2,0.4,0.4,0.3,0.2,0.6,0.0,-1,0.2,0.0,0.2,0.2,0.2,-1,-1,-1,-1,0.2,0.6,0.6,-1,0.93
41073,2014,middleschool,Alto Saxophone,0.35,0.4,0.7,0.8,0.4,0.35,0.4,0.8,0.9,0.6,-1,0.2,0.2,0.6,0.4,0.2,0.53,0.2,-1,0.0,0.2,0.0,0.2,0.07,-1,-1,-1,-1,0.07,0.4,0.5,-1,0.7
41074,2014,middleschool,Bassoon,1.0,0.93,1.0,0.9,1.0,1.0,0.93,1.0,1.0,1.0,-1,0.9,1.0,1.0,0.9,0.8,1.0,0.33,-1,0.53,0.33,0.53,0.33,0.33,-1,-1,-1,-1,0.33,0.93,1.0,-1,0.93
41075,2014,middleschool,Alto Saxophone,0.4,0.53,1.0,0.8,0.4,0.3,0.53,1.0,0.9,0.2,-1,0.3,0.6,0.6,0.4,0.2,0.53,0.27,-1,0.0,0.27,0.0,0.2,0.2,-1,-1,-1,-1,0.13,0.53,0.7,-1,0.77
41159,2014,middleschool,Trumpet,0.05,0.2,0.3,0.3,0.0,0.05,0.07,0.1,0.1,0.2,-1,0.0,0.0,0.1,0.1,0.0,0.07,0.0,-1,0.0,0.07,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.07,0.0,-1,0.03
41169,2014,middleschool,Trumpet,0.1,0.13,0.4,0.4,0.0,0.0,0.0,0.1,0.1,0.2,-1,0.0,0.0,0.0,0.0,0.0,0.13,0.0,-1,0.0,0.07,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.07,0.0,-1,0.13
41170,2014,middleschool,Flute,0.4,0.47,0.9,1.0,0.0,0.45,0.53,0.8,0.8,0.2,-1,0.3,0.2,0.3,0.2,0.0,0.53,0.33,-1,0.33,0.33,0.0,0.33,0.33,-1,-1,-1,-1,0.33,0.6,0.7,-1,0.43
41171,2014,middleschool,Alto Saxophone,0.35,0.53,0.9,0.7,0.2,0.45,0.53,0.8,0.8,0.6,-1,0.2,0.4,0.5,0.4,0.2,0.53,0.2,-1,0.0,0.2,0.0,0.2,0.2,-1,-1,-1,-1,0.2,0.47,0.6,-1,0.83
41172,2014,middleschool,Alto Saxophone,0.35,0.6,1.0,0.8,0.2,0.35,0.53,0.5,0.5,0.6,-1,0.2,0.4,0.4,0.4,0.2,0.53,0.2,-1,0.0,0.27,0.0,0.2,0.2,-1,-1,-1,-1,0.2,0.6,0.7,-1,0.83
41173,2014,middleschool,Alto Saxophone,0.55,0.8,1.0,1.0,0.6,0.45,0.67,0.9,0.9,0.6,-1,0.4,0.6,0.6,0.5,0.4,0.73,0.27,-1,0.0,0.27,0.2,0.27,0.27,-1,-1,-1,-1,0.2,0.73,0.7,-1,0.93
41174,2014,middleschool,Flute,0.7,0.8,1.0,0.9,0.4,0.65,0.73,0.6,0.9,0.2,-1,0.3,0.4,0.4,0.2,0.0,0.73,0.33,-1,0.33,0.33,0.33,0.33,0.0,-1,-1,-1,-1,0.33,0.67,0.6,-1,0.47
41192,2014,middleschool,Tenor Saxophone,0.3,0.47,0.9,0.9,0.2,0.35,0.47,0.9,0.9,0.6,-1,0.2,0.2,0.5,0.4,0.2,0.33,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.4,0.4,-1,0.67
41194,2014,middleschool,Alto Saxophone,0.3,0.47,0.9,0.9,0.2,0.35,0.47,0.7,0.7,0.6,-1,0.1,0.2,0.4,0.2,0.2,0.47,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.4,0.5,-1,0.93
41206,2014,middleschool,Euphonium,0.35,0.33,0.4,0.4,0.2,0.35,0.4,0.3,0.4,0.2,-1,0.2,0.2,0.4,0.2,0.2,0.4,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.33,0.2,-1,0.17
41208,2014,middleschool,Flute,0.55,0.67,0.9,0.7,0.4,0.65,0.67,0.9,1.0,0.4,-1,0.3,0.6,0.3,0.3,0.0,0.0,0.0,-1,0.33,0.0,0.0,0.33,0.0,-1,-1,-1,-1,0.33,0.67,0.4,-1,0.27
41209,2014,middleschool,Bb Clarinet,0.65,0.87,0.9,0.9,0.2,0.4,0.67,1.0,0.5,0.2,-1,0.1,0.8,0.8,0.4,0.0,0.6,0.27,-1,0.27,0.47,0.33,0.4,0.2,-1,-1,-1,-1,0.13,0.8,0.4,-1,0.67
41213,2014,middleschool,Alto Saxophone,0.35,0.47,1.0,0.8,0.4,0.35,0.47,1.0,0.9,0.4,-1,0.2,0.4,0.6,0.4,0.2,0.53,0.0,-1,0.0,0.13,0.0,0.13,0.0,-1,-1,-1,-1,0.0,0.4,0.5,-1,0.67
41214,2014,middleschool,Trombone,0.75,0.73,0.7,0.7,0.6,0.85,0.73,0.8,1.0,0.4,-1,0.1,0.6,0.3,0.0,0.0,0.87,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.67,0.8,-1,0.9
41215,2014,middleschool,Trumpet,0.2,0.2,0.3,0.4,0.2,0.15,0.2,0.4,0.3,0.6,-1,0.0,0.0,0.1,0.1,0.0,0.13,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.07,0.2,-1,0.27
41216,2014,middleschool,Trombone,0.7,0.73,0.9,0.7,0.2,0.55,0.73,0.6,0.7,0.2,-1,0.1,0.6,0.4,0.0,0.0,0.73,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.8,0.5,-1,0.57
41217,2014,middleschool,Trumpet,0.65,0.53,0.9,0.9,0.8,0.7,0.47,0.7,0.9,0.6,-1,0.3,0.4,0.4,0.4,0.2,0.33,0.13,-1,0.0,0.13,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.4,0.7,-1,0.47
41226,2014,middleschool,French Horn,0.75,0.87,0.8,0.9,0.8,0.65,0.8,0.6,0.7,0.8,-1,0.5,0.8,0.5,0.4,0.6,0.67,0.0,-1,0.2,0.0,0.27,0.0,0.0,-1,-1,-1,-1,0.0,0.87,0.7,-1,0.67
41228,2014,middleschool,Alto Saxophone,0.35,0.47,1.0,0.8,0.2,0.45,0.53,1.0,0.9,0.6,-1,0.6,0.4,0.7,0.7,0.4,0.67,0.2,-1,0.0,0.27,0.0,0.2,0.2,-1,-1,-1,-1,0.2,0.47,0.6,-1,0.87
41236,2014,middleschool,Flute,0.85,0.8,1.0,1.0,0.6,0.85,0.93,0.9,0.9,0.6,-1,0.6,1.0,0.7,0.6,0.6,0.8,0.33,-1,0.53,0.33,0.33,0.33,0.33,-1,-1,-1,-1,0.53,0.87,0.8,-1,0.87
41237,2014,middleschool,Piccolo,-1,-1,-1,-1,-1,0.6,0.8,0.8,0.9,0.8,-1,-1,-1,-1,-1,-1,0.67,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,0.0
41239,2014,middleschool,Euphonium,0.65,0.47,0.7,0.7,0.6,0.55,0.4,0.7,0.7,0.4,-1,0.6,0.6,0.7,0.6,0.4,0.53,0.2,-1,0.0,0.2,0.2,0.0,0.2,-1,-1,-1,-1,0.0,0.47,0.7,-1,0.6
41240,2014,middleschool,Oboe,0.25,0.13,0.4,0.4,0.0,0.0,0.13,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,-1,0.33,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.07,0.0,-1,0.0
41241,2014,middleschool,Trombone,0.6,0.73,0.7,0.7,0.2,0.75,0.8,0.7,1.0,0.4,-1,0.1,0.4,0.4,0.0,0.0,0.87,0.0,-1,0.0,0.2,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.8,0.7,-1,0.67
41243,2014,middleschool,Bb Clarinet,0.8,0.87,1.0,0.9,0.8,0.8,0.87,1.0,0.8,1.0,-1,0.5,0.6,0.9,0.6,0.2,0.93,0.27,-1,0.27,0.47,0.33,0.53,0.27,-1,-1,-1,-1,0.27,0.93,0.8,-1,0.8
41244,2014,middleschool,Trombone,0.5,0.8,0.8,0.5,0.0,0.5,0.8,0.6,0.6,0.6,-1,0.0,0.6,0.3,0.0,0.0,0.47,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.73,0.5,-1,0.83
41245,2014,middleschool,Flute,0.35,0.47,1.0,1.0,0.0,0.4,0.47,0.8,0.3,0.2,-1,0.2,0.2,0.2,0.1,0.0,0.53,0.33,-1,0.0,0.0,0.0,0.33,0.0,-1,-1,-1,-1,0.0,0.53,0.2,-1,0.17
41247,2014,middleschool,Flute,0.6,0.53,0.9,1.0,0.2,0.8,0.67,0.7,1.0,0.2,-1,0.4,0.6,0.7,0.9,0.4,0.8,0.33,-1,0.53,0.33,0.33,0.33,0.33,-1,-1,-1,-1,0.53,0.6,0.7,-1,0.77
41248,2014,middleschool,Trumpet,0.9,0.93,0.8,0.9,0.8,0.5,0.47,0.7,0.8,0.6,-1,0.4,0.4,0.4,0.4,0.2,0.33,0.2,-1,0.0,0.27,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.53,0.4,-1,0.53
41249,2014,middleschool,Alto Saxophone,0.35,0.53,1.0,0.9,0.4,0.45,0.53,0.8,0.8,0.6,-1,0.4,0.4,0.7,0.5,0.2,0.67,0.2,-1,0.0,0.2,0.0,0.13,0.13,-1,-1,-1,-1,0.07,0.53,0.5,-1,0.7
41250,2014,middleschool,Flute,0.45,0.6,0.8,1.0,0.0,0.45,0.47,0.8,0.9,0.2,-1,0.2,0.2,0.3,0.2,0.0,0.73,0.33,-1,0.33,0.33,0.33,0.33,0.0,-1,-1,-1,-1,0.33,0.47,0.4,-1,0.43
41267,2014,middleschool,Flute,0.6,0.73,1.0,1.0,0.4,0.25,0.67,0.8,0.1,0.2,-1,0.3,0.2,0.4,0.3,0.0,0.47,0.33,-1,0.33,0.33,0.33,0.33,0.0,-1,-1,-1,-1,0.0,0.47,0.3,-1,0.4
41268,2014,middleschool,Flute,0.4,0.47,0.7,0.9,0.0,0.35,0.47,0.7,0.8,0.2,-1,0.2,0.2,0.2,0.2,0.0,0.33,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.47,0.5,-1,0.17
41269,2014,middleschool,Flute,0.25,0.67,0.9,1.0,0.0,0.45,0.53,0.8,0.9,0.2,-1,0.5,0.4,0.3,0.5,0.2,0.53,0.33,-1,0.33,0.33,0.33,0.33,0.33,-1,-1,-1,-1,0.33,0.6,0.7,-1,0.63
41271,2014,middleschool,Bb Clarinet,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.5,0.0,0.0,-1,0.2,0.6,0.7,0.8,0.0,0.0,0.27,-1,0.13,0.33,0.27,0.27,0.07,-1,-1,-1,-1,0.07,0.6,0.1,-1,0.33
41273,2014,middleschool,Alto Saxophone,0.3,0.33,0.9,0.7,0.2,0.35,0.4,0.7,0.6,0.4,-1,0.2,0.2,0.6,0.3,0.2,0.4,0.2,-1,0.0,0.13,0.0,0.13,0.07,-1,-1,-1,-1,0.13,0.4,0.4,-1,0.63
41277,2014,middleschool,Oboe,0.2,0.27,0.4,0.4,0.0,0.25,0.13,0.5,0.5,0.0,-1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-1,0.33,0.0,0.33,0.33,0.0,-1,-1,-1,-1,0.0,0.27,0.0,-1,0.5
41285,2014,middleschool,Bassoon,0.95,0.67,0.9,1.0,0.8,0.95,0.67,0.8,0.7,0.6,-1,0.7,0.6,0.8,0.6,0.6,0.87,0.0,-1,0.33,0.33,0.33,0.33,0.0,-1,-1,-1,-1,0.0,0.67,0.8,-1,0.67
41286,2014,middleschool,French Horn,0.6,0.67,0.8,0.8,0.4,0.75,0.73,0.7,0.8,0.4,-1,0.3,0.2,0.3,0.5,0.2,0.73,0.2,-1,0.27,0.2,0.27,0.0,0.0,-1,-1,-1,-1,0.0,0.53,0.5,-1,0.53
41291,2014,middleschool,Bb Clarinet,0.9,0.93,1.0,1.0,0.6,1.0,0.93,1.0,1.0,1.0,-1,0.8,1.0,1.0,1.0,0.8,1.0,0.33,-1,0.33,0.47,0.33,0.47,0.27,-1,-1,-1,-1,0.33,0.67,0.6,-1,0.87
41316,2014,middleschool,Alto Saxophone,0.4,0.67,1.0,0.9,0.6,0.55,0.67,0.7,0.8,0.6,-1,0.4,0.6,0.6,0.4,0.4,0.73,0.27,-1,0.0,0.2,0.0,0.27,0.33,-1,-1,-1,-1,0.2,0.6,0.7,-1,0.8
41320,2014,middleschool,Trumpet,0.0,0.0,0.1,0.1,0.0,0.05,0.07,0.1,0.1,0.2,-1,0.0,0.2,0.1,0.1,0.0,0.0,0.0,-1,0.0,0.07,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.07,0.0,-1,0.0
41330,2014,middleschool,Alto Saxophone,0.3,0.53,0.8,0.4,0.2,0.25,0.47,0.6,0.5,0.2,-1,0.2,0.4,0.6,0.3,0.2,0.2,0.0,-1,0.0,0.2,0.0,0.07,0.13,-1,-1,-1,-1,0.07,0.53,0.1,-1,0.53
41332,2014,middleschool,Bb Clarinet,0.3,0.2,1.0,0.9,0.2,0.25,0.2,1.0,0.7,0.4,-1,0.8,0.2,0.9,0.5,0.0,0.8,0.27,-1,0.2,0.33,0.33,0.2,0.33,-1,-1,-1,-1,0.2,0.07,0.3,-1,0.63
41333,2014,middleschool,Flute,0.3,0.6,1.0,1.0,0.0,0.3,0.53,0.6,0.7,0.2,-1,0.2,0.4,0.2,0.2,0.0,0.33,0.0,-1,0.33,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.53,0.3,-1,0.17
41334,2014,middleschool,French Horn,0.3,0.27,0.3,0.4,0.0,0.15,0.13,0.2,0.3,0.0,-1,0.0,0.0,0.1,0.0,0.0,0.13,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.13,0.2,-1,0.5
41336,2014,middleschool,Trumpet,0.6,0.53,0.8,0.7,0.6,0.85,0.53,0.7,0.6,0.6,-1,0.1,0.2,0.2,0.3,0.0,0.2,0.27,-1,0.0,0.33,0.27,0.0,0.33,-1,-1,-1,-1,0.0,0.87,0.8,-1,0.57
41340,2014,middleschool,Trumpet,0.2,0.27,0.4,0.4,0.2,0.2,0.2,0.4,0.5,0.4,-1,0.0,0.0,0.0,0.0,0.0,0.13,0.0,-1,0.0,0.07,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.07,0.1,-1,0.1
41356,2014,middleschool,Bb Clarinet,0.75,0.67,1.0,0.9,0.6,0.75,0.8,1.0,1.0,0.8,-1,0.6,0.8,0.7,0.3,0.4,0.87,0.2,-1,0.2,0.33,0.33,0.47,0.27,-1,-1,-1,-1,0.2,0.87,0.7,-1,0.67
41357,2014,middleschool,Oboe,0.6,0.4,0.9,0.6,0.4,0.6,0.4,0.8,0.9,0.4,-1,0.3,0.2,0.5,0.5,0.0,0.67,0.0,-1,0.33,0.0,0.33,0.0,0.0,-1,-1,-1,-1,0.33,0.4,0.8,-1,0.67
41371,2014,middleschool,Flute,0.6,0.6,0.7,0.8,0.4,0.3,0.6,0.7,0.3,0.2,-1,0.3,0.2,0.2,0.5,0.0,0.33,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.47,0.1,-1,0.17
41408,2014,middleschool,French Horn,0.65,0.8,0.8,0.7,0.4,0.5,0.67,0.6,0.8,0.4,-1,0.1,0.2,0.2,0.1,0.0,0.33,0.0,-1,0.07,0.0,0.07,0.0,0.07,-1,-1,-1,-1,0.0,0.2,0.1,-1,0.17
41409,2014,middleschool,Alto Saxophone,0.35,0.53,0.9,0.8,0.2,0.55,0.53,1.0,1.0,0.6,-1,0.4,0.4,0.5,0.3,0.2,0.53,0.2,-1,0.0,0.2,0.0,0.27,0.13,-1,-1,-1,-1,0.13,0.47,0.7,-1,0.77
41411,2014,middleschool,Alto Saxophone,0.45,0.6,1.0,1.0,0.6,0.3,0.6,0.4,0.8,0.4,-1,0.3,0.4,0.6,0.4,0.2,0.6,0.2,-1,0.0,0.13,0.0,0.2,0.2,-1,-1,-1,-1,0.13,0.53,0.5,-1,0.67
41412,2014,middleschool,Flute,0.35,0.33,0.9,0.9,0.0,0.25,0.4,0.5,0.7,0.2,-1,0.3,0.2,0.5,0.3,0.0,0.0,0.33,-1,0.33,0.33,0.33,0.33,0.0,-1,-1,-1,-1,0.0,0.4,0.3,-1,0.37
41413,2014,middleschool,Euphonium,0.6,0.53,0.7,0.6,0.4,0.55,0.47,0.7,0.7,0.4,-1,0.4,0.4,0.4,0.4,0.4,0.53,0.07,-1,0.0,0.13,0.0,0.13,0.0,-1,-1,-1,-1,0.13,0.53,0.5,-1,0.47
41414,2014,middleschool,Alto Saxophone,0.3,0.47,0.9,0.5,0.2,0.35,0.47,0.8,0.9,0.6,-1,0.4,0.2,0.6,0.5,0.2,0.73,0.13,-1,0.0,0.13,0.0,0.2,0.13,-1,-1,-1,-1,0.0,0.4,0.6,-1,0.67
41415,2014,middleschool,Alto Saxophone,0.35,0.4,0.9,0.8,0.2,0.35,0.4,0.9,0.8,0.4,-1,0.2,0.2,0.5,0.3,0.2,0.6,0.07,-1,0.0,0.13,0.0,0.07,0.07,-1,-1,-1,-1,0.07,0.4,0.5,-1,0.67
41419,2014,middleschool,Trombone,0.45,0.6,0.6,0.5,0.0,0.5,0.53,0.6,0.6,0.0,-1,0.1,0.4,0.4,0.0,0.0,0.33,0.07,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.6,0.5,-1,0.5
41420,2014,middleschool,French Horn,0.3,0.33,0.2,0.4,0.0,0.15,0.13,0.2,0.4,0.2,-1,0.2,0.4,0.4,0.4,0.0,0.2,0.07,-1,0.07,0.07,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.07,0.1,-1,0.1
41421,2014,middleschool,Flute,0.4,0.4,1.0,1.0,0.0,0.4,0.47,1.0,1.0,0.2,-1,0.2,0.2,0.3,0.2,0.0,0.6,0.0,-1,0.0,0.33,0.33,0.33,0.0,-1,-1,-1,-1,0.33,0.4,0.5,-1,0.4
41422,2014,middleschool,Bass Clarinet,0.15,0.2,0.8,0.1,0.0,0.1,0.13,0.8,0.0,0.0,-1,0.2,0.2,0.5,0.4,0.0,0.0,0.0,-1,0.0,0.27,0.27,0.07,0.0,-1,-1,-1,-1,0.0,0.33,0.1,-1,0.1
41423,2014,middleschool,Bb Clarinet,0.5,0.93,0.7,0.9,0.6,0.5,0.87,1.0,1.0,0.4,-1,0.5,0.8,0.5,0.5,0.2,0.0,0.27,-1,0.13,0.33,0.33,0.33,0.2,-1,-1,-1,-1,0.07,0.93,0.5,-1,0.47
41425,2014,middleschool,Flute,0.25,0.33,0.6,0.9,0.0,0.25,0.33,0.7,0.8,0.0,-1,0.2,0.2,0.2,0.2,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.33,0.3,-1,0.17
41426,2014,middleschool,Bb Clarinet,0.25,0.2,0.6,0.6,0.2,0.25,0.6,1.0,0.9,0.2,-1,0.1,0.2,0.4,0.2,0.0,0.47,0.2,-1,0.27,0.33,0.33,0.47,0.27,-1,-1,-1,-1,0.07,0.33,0.2,-1,0.53
41429,2014,middleschool,Bassoon,0.9,0.8,0.8,0.8,0.6,0.75,0.8,0.8,0.5,0.6,-1,0.5,0.6,0.8,0.6,0.4,0.33,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.87,0.2,-1,0.5
41431,2014,middleschool,Alto Saxophone,0.3,0.47,0.6,0.5,0.2,0.2,0.4,0.5,0.4,0.2,-1,0.2,0.2,0.3,0.2,0.2,0.27,0.0,-1,0.0,0.07,0.0,0.13,0.0,-1,-1,-1,-1,0.0,0.33,0.2,-1,0.47
41432,2014,middleschool,Bb Clarinet,0.2,0.2,0.9,0.6,0.0,0.25,0.2,0.9,0.7,0.2,-1,0.2,0.2,0.6,0.5,0.0,0.47,0.13,-1,0.27,0.2,0.13,0.27,0.0,-1,-1,-1,-1,0.0,0.47,0.1,-1,0.17
