ScoreID,Student,Instrument,ScoreGroup,Description,JudgeID,Score,RecordingPath
2266715,116933,Percussion,Reading-Snare,Rhythmic Accuracy,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,2,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116933_e4edafed.mp3
2266716,116933,Percussion,Reading-Snare,"Musicality, Tempo, & Style",03ebe34f-f06d-42ef-a1c0-6f0aaae76911,2,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116933_e4edafed.mp3
2247863,116933,Percussion,Reading-Snare,"Musicality, Tempo, & Style",FD0BA71B-417F-40CB-880B-AB92F5C774F0,2,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116933_e4edafed.mp3
2288307,116977,Bb Clarinet,Lyrical Etude,Tone Quality,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,15,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2308901,116977,Bb Clarinet,Lyrical Etude,Tone Quality,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,11,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2308902,116977,Bb Clarinet,Lyrical Etude,Note Accuracy,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288308,116977,Bb Clarinet,Lyrical Etude,Note Accuracy,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288309,116977,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2308903,116977,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,2,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288310,116977,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2308904,116977,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,10,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2308905,116977,Bb Clarinet,Technical Etude,Tone Quality,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,9,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288311,116977,Bb Clarinet,Technical Etude,Tone Quality,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,12,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288312,116977,Bb Clarinet,Technical Etude,Note Accuracy,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2308906,116977,Bb Clarinet,Technical Etude,Note Accuracy,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288313,116977,Bb Clarinet,Technical Etude,Rhythmic Accuracy,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2308907,116977,Bb Clarinet,Technical Etude,Rhythmic Accuracy,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288314,116977,Bb Clarinet,Technical Etude,"Musicality, Tempo & Style",d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2308908,116977,Bb Clarinet,Technical Etude,"Musicality, Tempo & Style",07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,9,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288315,116977,Bb Clarinet,Chromatic Scale,Chromatic Scale,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,1,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2235194,116977,Bb Clarinet,Chromatic Scale,Chromatic Scale,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,0,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2235195,116977,Bb Clarinet,Major Scales,G,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288316,116977,Bb Clarinet,Major Scales,G,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288317,116977,Bb Clarinet,Major Scales,C,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2235196,116977,Bb Clarinet,Major Scales,C,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2235197,116977,Bb Clarinet,Major Scales,F,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288318,116977,Bb Clarinet,Major Scales,F,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,9,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288319,116977,Bb Clarinet,Major Scales,Bb,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,9,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2235198,116977,Bb Clarinet,Major Scales,Bb,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288320,116977,Bb Clarinet,Major Scales,Eb,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,9,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2235199,116977,Bb Clarinet,Major Scales,Eb,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2235200,116977,Bb Clarinet,Major Scales,Ab,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288321,116977,Bb Clarinet,Major Scales,Ab,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288322,116977,Bb Clarinet,Major Scales,Db,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2235201,116977,Bb Clarinet,Major Scales,Db,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,0,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288323,116977,Bb Clarinet,Sight-Reading,Tone Quality,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,1,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2314792,116977,Bb Clarinet,Sight-Reading,Tone Quality,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,1,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288324,116977,Bb Clarinet,Sight-Reading,Note Accuracy,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,1,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2314793,116977,Bb Clarinet,Sight-Reading,Note Accuracy,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,0,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2314794,116977,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,0,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288325,116977,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,1,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2314795,116977,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,1,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2288326,116977,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,1,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116977_5f81b28f.mp3
2309196,117020,Bb Clarinet,Lyrical Etude,Tone Quality,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2289988,117020,Bb Clarinet,Lyrical Etude,Tone Quality,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,14,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2309197,117020,Bb Clarinet,Lyrical Etude,Note Accuracy,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2289989,117020,Bb Clarinet,Lyrical Etude,Note Accuracy,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2289990,117020,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2309198,117020,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,1,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2289991,117020,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2309199,117020,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,2,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2309200,117020,Bb Clarinet,Technical Etude,Tone Quality,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2289992,117020,Bb Clarinet,Technical Etude,Tone Quality,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,16,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2289993,117020,Bb Clarinet,Technical Etude,Note Accuracy,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2309201,117020,Bb Clarinet,Technical Etude,Note Accuracy,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,2,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2309202,117020,Bb Clarinet,Technical Etude,Rhythmic Accuracy,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2289994,117020,Bb Clarinet,Technical Etude,Rhythmic Accuracy,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2289995,117020,Bb Clarinet,Technical Etude,"Musicality, Tempo & Style",d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,12,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2309203,117020,Bb Clarinet,Technical Etude,"Musicality, Tempo & Style",07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2289996,117020,Bb Clarinet,Chromatic Scale,Chromatic Scale,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2245946,117020,Bb Clarinet,Chromatic Scale,Chromatic Scale,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2289997,117020,Bb Clarinet,Major Scales,G,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,2,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2245947,117020,Bb Clarinet,Major Scales,G,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,0,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2245948,117020,Bb Clarinet,Major Scales,C,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,0,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2289998,117020,Bb Clarinet,Major Scales,C,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,2,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2245949,117020,Bb Clarinet,Major Scales,F,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,0,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2289999,117020,Bb Clarinet,Major Scales,F,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,2,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2290000,117020,Bb Clarinet,Major Scales,Bb,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,2,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2245950,117020,Bb Clarinet,Major Scales,Bb,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2290001,117020,Bb Clarinet,Major Scales,Eb,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,1,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2245951,117020,Bb Clarinet,Major Scales,Eb,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2245952,117020,Bb Clarinet,Major Scales,Ab,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,0,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2290002,117020,Bb Clarinet,Major Scales,Ab,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,0,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2290003,117020,Bb Clarinet,Major Scales,Db,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,0,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2245953,117020,Bb Clarinet,Major Scales,Db,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,0,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2315151,117020,Bb Clarinet,Sight-Reading,Tone Quality,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,1,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2290004,117020,Bb Clarinet,Sight-Reading,Tone Quality,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2315152,117020,Bb Clarinet,Sight-Reading,Note Accuracy,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,0,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2290005,117020,Bb Clarinet,Sight-Reading,Note Accuracy,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2315153,117020,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,0,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2290006,117020,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2290007,117020,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",d1f281fa-991b-4ec8-ada0-2ac0d082eb5b,1,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2315154,117020,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",07A4CB20-B1DC-4735-8AF5-AB2EE743ADB7,1,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117020_439a8398.mp3
2238404,117063,Alto Saxophone,Lyrical Etude,Tone Quality,6994fa2c-6d50-4cfa-bbec-091a3fddb116,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272688,117063,Alto Saxophone,Lyrical Etude,Tone Quality,4a7fcd76-42b0-485b-9999-3d62c675c67d,14,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272689,117063,Alto Saxophone,Lyrical Etude,Note Accuracy,4a7fcd76-42b0-485b-9999-3d62c675c67d,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238405,117063,Alto Saxophone,Lyrical Etude,Note Accuracy,6994fa2c-6d50-4cfa-bbec-091a3fddb116,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272690,117063,Alto Saxophone,Lyrical Etude,Rhythmic Accuracy,4a7fcd76-42b0-485b-9999-3d62c675c67d,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238406,117063,Alto Saxophone,Lyrical Etude,Rhythmic Accuracy,6994fa2c-6d50-4cfa-bbec-091a3fddb116,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238407,117063,Alto Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",6994fa2c-6d50-4cfa-bbec-091a3fddb116,12,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272691,117063,Alto Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",4a7fcd76-42b0-485b-9999-3d62c675c67d,12,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238408,117063,Alto Saxophone,Technical Etude,Tone Quality,6994fa2c-6d50-4cfa-bbec-091a3fddb116,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272692,117063,Alto Saxophone,Technical Etude,Tone Quality,4a7fcd76-42b0-485b-9999-3d62c675c67d,12,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238409,117063,Alto Saxophone,Technical Etude,Note Accuracy,6994fa2c-6d50-4cfa-bbec-091a3fddb116,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272693,117063,Alto Saxophone,Technical Etude,Note Accuracy,4a7fcd76-42b0-485b-9999-3d62c675c67d,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272694,117063,Alto Saxophone,Technical Etude,Rhythmic Accuracy,4a7fcd76-42b0-485b-9999-3d62c675c67d,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238410,117063,Alto Saxophone,Technical Etude,Rhythmic Accuracy,6994fa2c-6d50-4cfa-bbec-091a3fddb116,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238411,117063,Alto Saxophone,Technical Etude,"Musicality, Tempo & Style",6994fa2c-6d50-4cfa-bbec-091a3fddb116,9,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272695,117063,Alto Saxophone,Technical Etude,"Musicality, Tempo & Style",4a7fcd76-42b0-485b-9999-3d62c675c67d,13,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238412,117063,Alto Saxophone,Chromatic Scale,Chromatic Scale,6994fa2c-6d50-4cfa-bbec-091a3fddb116,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272696,117063,Alto Saxophone,Chromatic Scale,Chromatic Scale,4a7fcd76-42b0-485b-9999-3d62c675c67d,13,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272697,117063,Alto Saxophone,Major Scales,G,4a7fcd76-42b0-485b-9999-3d62c675c67d,9,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238413,117063,Alto Saxophone,Major Scales,G,6994fa2c-6d50-4cfa-bbec-091a3fddb116,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238414,117063,Alto Saxophone,Major Scales,C,6994fa2c-6d50-4cfa-bbec-091a3fddb116,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272698,117063,Alto Saxophone,Major Scales,C,4a7fcd76-42b0-485b-9999-3d62c675c67d,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272699,117063,Alto Saxophone,Major Scales,F,4a7fcd76-42b0-485b-9999-3d62c675c67d,10,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238415,117063,Alto Saxophone,Major Scales,F,6994fa2c-6d50-4cfa-bbec-091a3fddb116,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272700,117063,Alto Saxophone,Major Scales,Bb,4a7fcd76-42b0-485b-9999-3d62c675c67d,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238416,117063,Alto Saxophone,Major Scales,Bb,6994fa2c-6d50-4cfa-bbec-091a3fddb116,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272701,117063,Alto Saxophone,Major Scales,Eb,4a7fcd76-42b0-485b-9999-3d62c675c67d,9,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238417,117063,Alto Saxophone,Major Scales,Eb,6994fa2c-6d50-4cfa-bbec-091a3fddb116,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238418,117063,Alto Saxophone,Major Scales,Ab,6994fa2c-6d50-4cfa-bbec-091a3fddb116,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272702,117063,Alto Saxophone,Major Scales,Ab,4a7fcd76-42b0-485b-9999-3d62c675c67d,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272703,117063,Alto Saxophone,Major Scales,Db,4a7fcd76-42b0-485b-9999-3d62c675c67d,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238419,117063,Alto Saxophone,Major Scales,Db,6994fa2c-6d50-4cfa-bbec-091a3fddb116,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272704,117063,Alto Saxophone,Sight-Reading,Tone Quality,4a7fcd76-42b0-485b-9999-3d62c675c67d,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238420,117063,Alto Saxophone,Sight-Reading,Tone Quality,6994fa2c-6d50-4cfa-bbec-091a3fddb116,2,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272705,117063,Alto Saxophone,Sight-Reading,Note Accuracy,4a7fcd76-42b0-485b-9999-3d62c675c67d,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238421,117063,Alto Saxophone,Sight-Reading,Note Accuracy,6994fa2c-6d50-4cfa-bbec-091a3fddb116,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238422,117063,Alto Saxophone,Sight-Reading,Rhythmic Accuracy,6994fa2c-6d50-4cfa-bbec-091a3fddb116,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272706,117063,Alto Saxophone,Sight-Reading,Rhythmic Accuracy,4a7fcd76-42b0-485b-9999-3d62c675c67d,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2238423,117063,Alto Saxophone,Sight-Reading,"Musicallity, Tempo & Style",6994fa2c-6d50-4cfa-bbec-091a3fddb116,2,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2272707,117063,Alto Saxophone,Sight-Reading,"Musicallity, Tempo & Style",4a7fcd76-42b0-485b-9999-3d62c675c67d,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117063.mp3
2304385,117064,Bassoon,Lyrical Etude,Tone Quality,91f4a816-3a95-4d81-aebc-7e8bf77bbcdc,15,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/117064_b2095f67.mp3
