ScoreID,Student,Instrument,CategoryGroup,Category,Score
439862,30231,Flute,Lyrical Etude,Tone Quality,7
439874,30231,Flute,Scales,A,1
439873,30231,Flute,Scales,Ab,4
439876,30231,Flute,Scales,B,2
439875,30231,Flute,Scales,Bb,2
439877,30231,Flute,Scales,C,3
439871,30231,Flute,Scales,Chromatic,9
439879,30231,Flute,Scales,D,3
439878,30231,Flute,Scales,Db,2
439881,30231,Flute,Scales,E,0
439880,30231,Flute,Scales,Eb,4
439882,30231,Flute,Scales,F,4
439872,30231,Flute,Scales,G,4
439883,30231,Flute,Scales,Gb,2
439886,30231,Flute,Scales,"Musicality, Tempo, & Style",3
439884,30231,Flute,Scales,Note Accuracy/Consistency,5
439885,30231,Flute,Scales,Tone Quality,12
439891,30231,Flute,Sight-Reading,Artistry,1
439889,30231,Flute,Sight-Reading,"Musicallity, Tempo & Style",2
439887,30231,Flute,Sight-Reading,Note Accuracy,3
439888,30231,Flute,Sight-Reading,Rhythmic Accuracy,7
439890,30231,Flute,Sight-Reading,Tone Quality,2
439870,30231,Flute,Technical Etude,Artistry,3
439866,30231,Flute,Technical Etude,"Musicallity, Tempo & Style",8
439868,30231,Flute,Technical Etude,Note Accuracy,6
439869,30231,Flute,Technical Etude,Rhythmic Accuracy,8
439867,30231,Flute,Technical Etude,Tone Quality,7
441111,30242,Flute,Lyrical Etude,Artistry,2
441107,30242,Flute,Lyrical Etude,"Musicallity, Tempo & Style",6
441109,30242,Flute,Lyrical Etude,Note Accuracy,4
441110,30242,Flute,Lyrical Etude,Rhythmic Accuracy,9
441108,30242,Flute,Lyrical Etude,Tone Quality,7
441120,30242,Flute,Scales,A,0
441119,30242,Flute,Scales,Ab,1
441122,30242,Flute,Scales,B,1
441121,30242,Flute,Scales,Bb,1
441123,30242,Flute,Scales,C,3
441117,30242,Flute,Scales,Chromatic,11
441125,30242,Flute,Scales,D,1
441124,30242,Flute,Scales,Db,2
441127,30242,Flute,Scales,E,1
441126,30242,Flute,Scales,Eb,0
441128,30242,Flute,Scales,F,1
441118,30242,Flute,Scales,G,3
441129,30242,Flute,Scales,Gb,0
441132,30242,Flute,Scales,"Musicality, Tempo, & Style",1
441130,30242,Flute,Scales,Note Accuracy/Consistency,2
441131,30242,Flute,Scales,Tone Quality,6
441137,30242,Flute,Sight-Reading,Artistry,0
441135,30242,Flute,Sight-Reading,"Musicallity, Tempo & Style",0
441133,30242,Flute,Sight-Reading,Note Accuracy,3
441134,30242,Flute,Sight-Reading,Rhythmic Accuracy,1
441136,30242,Flute,Sight-Reading,Tone Quality,1
441116,30242,Flute,Technical Etude,Artistry,1
441112,30242,Flute,Technical Etude,"Musicallity, Tempo & Style",6
441114,30242,Flute,Technical Etude,Note Accuracy,4
441115,30242,Flute,Technical Etude,Rhythmic Accuracy,7
441113,30242,Flute,Technical Etude,Tone Quality,6
460892,30278,Trumpet,Lyrical Etude,Artistry,4
460888,30278,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",15
460890,30278,Trumpet,Lyrical Etude,Note Accuracy,7
460891,30278,Trumpet,Lyrical Etude,Rhythmic Accuracy,8
460889,30278,Trumpet,Lyrical Etude,Tone Quality,11
460901,30278,Trumpet,Scales,A,4
460900,30278,Trumpet,Scales,Ab,4
460903,30278,Trumpet,Scales,B,5
460902,30278,Trumpet,Scales,Bb,3
460904,30278,Trumpet,Scales,C,6
460898,30278,Trumpet,Scales,Chromatic,12
460906,30278,Trumpet,Scales,D,4
460905,30278,Trumpet,Scales,Db,5
460908,30278,Trumpet,Scales,E,2
460907,30278,Trumpet,Scales,Eb,5
460909,30278,Trumpet,Scales,F,6
460899,30278,Trumpet,Scales,G,5
460910,30278,Trumpet,Scales,Gb,5
460913,30278,Trumpet,Scales,"Musicality, Tempo, & Style",6
460911,30278,Trumpet,Scales,Note Accuracy/Consistency,17
460912,30278,Trumpet,Scales,Tone Quality,11
460918,30278,Trumpet,Sight-Reading,Artistry,2
460916,30278,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",6
460914,30278,Trumpet,Sight-Reading,Note Accuracy,5
460915,30278,Trumpet,Sight-Reading,Rhythmic Accuracy,6
460917,30278,Trumpet,Sight-Reading,Tone Quality,3
460897,30278,Trumpet,Technical Etude,Artistry,3
460893,30278,Trumpet,Technical Etude,"Musicallity, Tempo & Style",14
460895,30278,Trumpet,Technical Etude,Note Accuracy,6
460896,30278,Trumpet,Technical Etude,Rhythmic Accuracy,8
460894,30278,Trumpet,Technical Etude,Tone Quality,10
460923,30284,Trumpet,Lyrical Etude,Artistry,3
460919,30284,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",13
460921,30284,Trumpet,Lyrical Etude,Note Accuracy,6
460922,30284,Trumpet,Lyrical Etude,Rhythmic Accuracy,8
460920,30284,Trumpet,Lyrical Etude,Tone Quality,10
460932,30284,Trumpet,Scales,A,5
460931,30284,Trumpet,Scales,Ab,6
460934,30284,Trumpet,Scales,B,5
460933,30284,Trumpet,Scales,Bb,6
460935,30284,Trumpet,Scales,C,6
460929,30284,Trumpet,Scales,Chromatic,10
460937,30284,Trumpet,Scales,D,5
460936,30284,Trumpet,Scales,Db,6
460939,30284,Trumpet,Scales,E,4
460938,30284,Trumpet,Scales,Eb,6
460940,30284,Trumpet,Scales,F,5
460930,30284,Trumpet,Scales,G,5
460941,30284,Trumpet,Scales,Gb,6
460944,30284,Trumpet,Scales,"Musicality, Tempo, & Style",7
460942,30284,Trumpet,Scales,Note Accuracy/Consistency,18
460943,30284,Trumpet,Scales,Tone Quality,11
460949,30284,Trumpet,Sight-Reading,Artistry,2
460947,30284,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",6
460945,30284,Trumpet,Sight-Reading,Note Accuracy,4
460946,30284,Trumpet,Sight-Reading,Rhythmic Accuracy,6
460948,30284,Trumpet,Sight-Reading,Tone Quality,3
460928,30284,Trumpet,Technical Etude,Artistry,2
460924,30284,Trumpet,Technical Etude,"Musicallity, Tempo & Style",12
460926,30284,Trumpet,Technical Etude,Note Accuracy,6
460927,30284,Trumpet,Technical Etude,Rhythmic Accuracy,8
460925,30284,Trumpet,Technical Etude,Tone Quality,9
457770,30285,Tenor Saxophone,Lyrical Etude,Artistry,3
457766,30285,Tenor Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",10
457768,30285,Tenor Saxophone,Lyrical Etude,Note Accuracy,8
457769,30285,Tenor Saxophone,Lyrical Etude,Rhythmic Accuracy,7
457767,30285,Tenor Saxophone,Lyrical Etude,Tone Quality,11
457779,30285,Tenor Saxophone,Scales,A,3
457778,30285,Tenor Saxophone,Scales,Ab,3
457781,30285,Tenor Saxophone,Scales,B,3
457780,30285,Tenor Saxophone,Scales,Bb,3
457782,30285,Tenor Saxophone,Scales,C,3
457776,30285,Tenor Saxophone,Scales,Chromatic,10
457784,30285,Tenor Saxophone,Scales,D,3
457783,30285,Tenor Saxophone,Scales,Db,3
457786,30285,Tenor Saxophone,Scales,E,0
457785,30285,Tenor Saxophone,Scales,Eb,3
457787,30285,Tenor Saxophone,Scales,F,0
457777,30285,Tenor Saxophone,Scales,G,0
457788,30285,Tenor Saxophone,Scales,Gb,0
457791,30285,Tenor Saxophone,Scales,"Musicality, Tempo, & Style",8
457789,30285,Tenor Saxophone,Scales,Note Accuracy/Consistency,28
457790,30285,Tenor Saxophone,Scales,Tone Quality,15
457796,30285,Tenor Saxophone,Sight-Reading,Artistry,2
457794,30285,Tenor Saxophone,Sight-Reading,"Musicallity, Tempo & Style",4
457792,30285,Tenor Saxophone,Sight-Reading,Note Accuracy,6
457793,30285,Tenor Saxophone,Sight-Reading,Rhythmic Accuracy,4
457795,30285,Tenor Saxophone,Sight-Reading,Tone Quality,4
457775,30285,Tenor Saxophone,Technical Etude,Artistry,2
457771,30285,Tenor Saxophone,Technical Etude,"Musicallity, Tempo & Style",10
457773,30285,Tenor Saxophone,Technical Etude,Note Accuracy,7
457774,30285,Tenor Saxophone,Technical Etude,Rhythmic Accuracy,8
457772,30285,Tenor Saxophone,Technical Etude,Tone Quality,10
483882,30291,Bb Clarinet,Lyrical Etude,Artistry,2
483878,30291,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",5
483880,30291,Bb Clarinet,Lyrical Etude,Note Accuracy,10
483881,30291,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,7
483879,30291,Bb Clarinet,Lyrical Etude,Tone Quality,7
483891,30291,Bb Clarinet,Scales,A,3
483890,30291,Bb Clarinet,Scales,Ab,3
483893,30291,Bb Clarinet,Scales,B,2
483892,30291,Bb Clarinet,Scales,Bb,4
483894,30291,Bb Clarinet,Scales,C,3
483888,30291,Bb Clarinet,Scales,Chromatic,11
483896,30291,Bb Clarinet,Scales,D,1
483895,30291,Bb Clarinet,Scales,Db,0
483898,30291,Bb Clarinet,Scales,E,1
483897,30291,Bb Clarinet,Scales,Eb,0
483899,30291,Bb Clarinet,Scales,F,1
483889,30291,Bb Clarinet,Scales,G,3
483900,30291,Bb Clarinet,Scales,Gb,1
483903,30291,Bb Clarinet,Scales,"Musicality, Tempo, & Style",4
483901,30291,Bb Clarinet,Scales,Note Accuracy/Consistency,17
483902,30291,Bb Clarinet,Scales,Tone Quality,12
483908,30291,Bb Clarinet,Sight-Reading,Artistry,0
483906,30291,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",5
483904,30291,Bb Clarinet,Sight-Reading,Note Accuracy,7
483905,30291,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,8
483907,30291,Bb Clarinet,Sight-Reading,Tone Quality,2
483887,30291,Bb Clarinet,Technical Etude,Artistry,3
483883,30291,Bb Clarinet,Technical Etude,"Musicallity, Tempo & Style",12
483885,30291,Bb Clarinet,Technical Etude,Note Accuracy,10
483886,30291,Bb Clarinet,Technical Etude,Rhythmic Accuracy,8
483884,30291,Bb Clarinet,Technical Etude,Tone Quality,8
467160,30292,Alto Saxophone,Lyrical Etude,Artistry,4
467156,30292,Alto Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",11
467158,30292,Alto Saxophone,Lyrical Etude,Note Accuracy,9
467159,30292,Alto Saxophone,Lyrical Etude,Rhythmic Accuracy,9
467157,30292,Alto Saxophone,Lyrical Etude,Tone Quality,12
467169,30292,Alto Saxophone,Scales,A,3
467168,30292,Alto Saxophone,Scales,Ab,3
467171,30292,Alto Saxophone,Scales,B,0
467170,30292,Alto Saxophone,Scales,Bb,0
467172,30292,Alto Saxophone,Scales,C,0
467166,30292,Alto Saxophone,Scales,Chromatic,8
467174,30292,Alto Saxophone,Scales,D,2
467173,30292,Alto Saxophone,Scales,Db,3
467176,30292,Alto Saxophone,Scales,E,2
467175,30292,Alto Saxophone,Scales,Eb,2
467177,30292,Alto Saxophone,Scales,F,3
467167,30292,Alto Saxophone,Scales,G,4
467178,30292,Alto Saxophone,Scales,Gb,3
467181,30292,Alto Saxophone,Scales,"Musicality, Tempo, & Style",8
467179,30292,Alto Saxophone,Scales,Note Accuracy/Consistency,18
467180,30292,Alto Saxophone,Scales,Tone Quality,12
467186,30292,Alto Saxophone,Sight-Reading,Artistry,2
467184,30292,Alto Saxophone,Sight-Reading,"Musicallity, Tempo & Style",4
467182,30292,Alto Saxophone,Sight-Reading,Note Accuracy,6
467183,30292,Alto Saxophone,Sight-Reading,Rhythmic Accuracy,5
467185,30292,Alto Saxophone,Sight-Reading,Tone Quality,2
467165,30292,Alto Saxophone,Technical Etude,Artistry,2
467161,30292,Alto Saxophone,Technical Etude,"Musicallity, Tempo & Style",8
467163,30292,Alto Saxophone,Technical Etude,Note Accuracy,6
467164,30292,Alto Saxophone,Technical Etude,Rhythmic Accuracy,6
467162,30292,Alto Saxophone,Technical Etude,Tone Quality,11
441142,30296,Flute,Lyrical Etude,Artistry,2
441138,30296,Flute,Lyrical Etude,"Musicallity, Tempo & Style",8
441140,30296,Flute,Lyrical Etude,Note Accuracy,8
441141,30296,Flute,Lyrical Etude,Rhythmic Accuracy,7
441139,30296,Flute,Lyrical Etude,Tone Quality,6
441151,30296,Flute,Scales,A,3
441150,30296,Flute,Scales,Ab,3
441153,30296,Flute,Scales,B,1
441152,30296,Flute,Scales,Bb,2
441154,30296,Flute,Scales,C,3
441148,30296,Flute,Scales,Chromatic,7
441156,30296,Flute,Scales,D,3
441155,30296,Flute,Scales,Db,2
441158,30296,Flute,Scales,E,2
441157,30296,Flute,Scales,Eb,2
441159,30296,Flute,Scales,F,2
441149,30296,Flute,Scales,G,1
441160,30296,Flute,Scales,Gb,0
441163,30296,Flute,Scales,"Musicality, Tempo, & Style",3
441161,30296,Flute,Scales,Note Accuracy/Consistency,8
441162,30296,Flute,Scales,Tone Quality,6
441168,30296,Flute,Sight-Reading,Artistry,0
441166,30296,Flute,Sight-Reading,"Musicallity, Tempo & Style",1
441164,30296,Flute,Sight-Reading,Note Accuracy,2
441165,30296,Flute,Sight-Reading,Rhythmic Accuracy,2
441167,30296,Flute,Sight-Reading,Tone Quality,1
441147,30296,Flute,Technical Etude,Artistry,1
441143,30296,Flute,Technical Etude,"Musicallity, Tempo & Style",7
441145,30296,Flute,Technical Etude,Note Accuracy,4
441146,30296,Flute,Technical Etude,Rhythmic Accuracy,7
441144,30296,Flute,Technical Etude,Tone Quality,6
518338,30302,Bassoon,Lyrical Etude,Artistry,3
518334,30302,Bassoon,Lyrical Etude,"Musicallity, Tempo & Style",18
518336,30302,Bassoon,Lyrical Etude,Note Accuracy,9
518337,30302,Bassoon,Lyrical Etude,Rhythmic Accuracy,7
518335,30302,Bassoon,Lyrical Etude,Tone Quality,13
518399,30302,Bassoon,Scales,A,0
518398,30302,Bassoon,Scales,Ab,2
518401,30302,Bassoon,Scales,B,0
518400,30302,Bassoon,Scales,Bb,5
518402,30302,Bassoon,Scales,C,3
518370,30302,Bassoon,Scales,Chromatic,10
518404,30302,Bassoon,Scales,D,0
518403,30302,Bassoon,Scales,Db,0
518406,30302,Bassoon,Scales,E,5
518405,30302,Bassoon,Scales,Eb,0
518407,30302,Bassoon,Scales,F,0
518397,30302,Bassoon,Scales,G,5
518408,30302,Bassoon,Scales,Gb,0
518411,30302,Bassoon,Scales,"Musicality, Tempo, & Style",5
518409,30302,Bassoon,Scales,Note Accuracy/Consistency,2
518410,30302,Bassoon,Scales,Tone Quality,15
518416,30302,Bassoon,Sight-Reading,Artistry,0
518414,30302,Bassoon,Sight-Reading,"Musicallity, Tempo & Style",2
518412,30302,Bassoon,Sight-Reading,Note Accuracy,1
518413,30302,Bassoon,Sight-Reading,Rhythmic Accuracy,3
518415,30302,Bassoon,Sight-Reading,Tone Quality,3
518369,30302,Bassoon,Technical Etude,Artistry,3
518365,30302,Bassoon,Technical Etude,"Musicallity, Tempo & Style",15
518367,30302,Bassoon,Technical Etude,Note Accuracy,9
518368,30302,Bassoon,Technical Etude,Rhythmic Accuracy,6
518366,30302,Bassoon,Technical Etude,Tone Quality,13
443910,30307,Oboe,Lyrical Etude,Artistry,4
443906,30307,Oboe,Lyrical Etude,"Musicallity, Tempo & Style",17
443908,30307,Oboe,Lyrical Etude,Note Accuracy,7
443909,30307,Oboe,Lyrical Etude,Rhythmic Accuracy,7
443907,30307,Oboe,Lyrical Etude,Tone Quality,14
443919,30307,Oboe,Scales,A,0
443918,30307,Oboe,Scales,Ab,0
443921,30307,Oboe,Scales,B,2
443920,30307,Oboe,Scales,Bb,5
443922,30307,Oboe,Scales,C,5
443916,30307,Oboe,Scales,Chromatic,10
443924,30307,Oboe,Scales,D,5
443923,30307,Oboe,Scales,Db,2
443926,30307,Oboe,Scales,E,0
443925,30307,Oboe,Scales,Eb,4
443927,30307,Oboe,Scales,F,5
443917,30307,Oboe,Scales,G,5
443928,30307,Oboe,Scales,Gb,0
443931,30307,Oboe,Scales,"Musicality, Tempo, & Style",9
443929,30307,Oboe,Scales,Note Accuracy/Consistency,27
443930,30307,Oboe,Scales,Tone Quality,19
443936,30307,Oboe,Sight-Reading,Artistry,4
443934,30307,Oboe,Sight-Reading,"Musicallity, Tempo & Style",7
443932,30307,Oboe,Sight-Reading,Note Accuracy,7
443933,30307,Oboe,Sight-Reading,Rhythmic Accuracy,6
443935,30307,Oboe,Sight-Reading,Tone Quality,4
443915,30307,Oboe,Technical Etude,Artistry,4
443911,30307,Oboe,Technical Etude,"Musicallity, Tempo & Style",18
443913,30307,Oboe,Technical Etude,Note Accuracy,9
443914,30307,Oboe,Technical Etude,Rhythmic Accuracy,8
443912,30307,Oboe,Technical Etude,Tone Quality,14
443993,30309,English Horn,Scales,Chromatic,11
443992,30309,English Horn,Technical Etude,Artistry,5
443988,30309,English Horn,Technical Etude,"Musicallity, Tempo & Style",20
443990,30309,English Horn,Technical Etude,Note Accuracy,9
443991,30309,English Horn,Technical Etude,Rhythmic Accuracy,9
443989,30309,English Horn,Technical Etude,Tone Quality,14
518447,30311,Bassoon,Lyrical Etude,Artistry,3
518443,30311,Bassoon,Lyrical Etude,"Musicallity, Tempo & Style",16
518445,30311,Bassoon,Lyrical Etude,Note Accuracy,10
518446,30311,Bassoon,Lyrical Etude,Rhythmic Accuracy,10
518444,30311,Bassoon,Lyrical Etude,Tone Quality,13
518482,30311,Bassoon,Scales,A,1
518481,30311,Bassoon,Scales,Ab,4
518484,30311,Bassoon,Scales,B,3
518483,30311,Bassoon,Scales,Bb,6
518485,30311,Bassoon,Scales,C,4
518453,30311,Bassoon,Scales,Chromatic,13
518487,30311,Bassoon,Scales,D,5
518486,30311,Bassoon,Scales,Db,4
518489,30311,Bassoon,Scales,E,2
518488,30311,Bassoon,Scales,Eb,5
518490,30311,Bassoon,Scales,F,3
518480,30311,Bassoon,Scales,G,5
518491,30311,Bassoon,Scales,Gb,0
518494,30311,Bassoon,Scales,"Musicality, Tempo, & Style",7
518492,30311,Bassoon,Scales,Note Accuracy/Consistency,21
518493,30311,Bassoon,Scales,Tone Quality,15
518499,30311,Bassoon,Sight-Reading,Artistry,1
518497,30311,Bassoon,Sight-Reading,"Musicallity, Tempo & Style",5
518495,30311,Bassoon,Sight-Reading,Note Accuracy,4
518496,30311,Bassoon,Sight-Reading,Rhythmic Accuracy,6
518498,30311,Bassoon,Sight-Reading,Tone Quality,3
518452,30311,Bassoon,Technical Etude,Artistry,3
518448,30311,Bassoon,Technical Etude,"Musicallity, Tempo & Style",17
518450,30311,Bassoon,Technical Etude,Note Accuracy,9
518451,30311,Bassoon,Technical Etude,Rhythmic Accuracy,10
518449,30311,Bassoon,Technical Etude,Tone Quality,13
467191,30313,Alto Saxophone,Lyrical Etude,Artistry,4
467187,30313,Alto Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",15
467189,30313,Alto Saxophone,Lyrical Etude,Note Accuracy,9
467190,30313,Alto Saxophone,Lyrical Etude,Rhythmic Accuracy,9
467188,30313,Alto Saxophone,Lyrical Etude,Tone Quality,13
467200,30313,Alto Saxophone,Scales,A,3
467199,30313,Alto Saxophone,Scales,Ab,3
467202,30313,Alto Saxophone,Scales,B,0
467201,30313,Alto Saxophone,Scales,Bb,0
467203,30313,Alto Saxophone,Scales,C,0
467197,30313,Alto Saxophone,Scales,Chromatic,12
467205,30313,Alto Saxophone,Scales,D,3
467204,30313,Alto Saxophone,Scales,Db,3
467207,30313,Alto Saxophone,Scales,E,3
467206,30313,Alto Saxophone,Scales,Eb,3
467208,30313,Alto Saxophone,Scales,F,3
467198,30313,Alto Saxophone,Scales,G,3
467209,30313,Alto Saxophone,Scales,Gb,3
467212,30313,Alto Saxophone,Scales,"Musicality, Tempo, & Style",8
467210,30313,Alto Saxophone,Scales,Note Accuracy/Consistency,23
467211,30313,Alto Saxophone,Scales,Tone Quality,15
467217,30313,Alto Saxophone,Sight-Reading,Artistry,1
467215,30313,Alto Saxophone,Sight-Reading,"Musicallity, Tempo & Style",4
467213,30313,Alto Saxophone,Sight-Reading,Note Accuracy,7
467214,30313,Alto Saxophone,Sight-Reading,Rhythmic Accuracy,1
467216,30313,Alto Saxophone,Sight-Reading,Tone Quality,2
467196,30313,Alto Saxophone,Technical Etude,Artistry,3
467192,30313,Alto Saxophone,Technical Etude,"Musicallity, Tempo & Style",12
467194,30313,Alto Saxophone,Technical Etude,Note Accuracy,8
467195,30313,Alto Saxophone,Technical Etude,Rhythmic Accuracy,8
467193,30313,Alto Saxophone,Technical Etude,Tone Quality,13
453577,30319,Trombone,Lyrical Etude,Artistry,1
453573,30319,Trombone,Lyrical Etude,"Musicallity, Tempo & Style",5
453575,30319,Trombone,Lyrical Etude,Note Accuracy,3
453576,30319,Trombone,Lyrical Etude,Rhythmic Accuracy,6
453574,30319,Trombone,Lyrical Etude,Tone Quality,3
453586,30319,Trombone,Scales,A,0
453585,30319,Trombone,Scales,Ab,2
453588,30319,Trombone,Scales,B,0
453587,30319,Trombone,Scales,Bb,2
453589,30319,Trombone,Scales,C,0
453583,30319,Trombone,Scales,Chromatic,5
453591,30319,Trombone,Scales,D,2
453590,30319,Trombone,Scales,Db,2
453593,30319,Trombone,Scales,E,0
453592,30319,Trombone,Scales,Eb,2
453594,30319,Trombone,Scales,F,2
453584,30319,Trombone,Scales,G,2
453595,30319,Trombone,Scales,Gb,2
453598,30319,Trombone,Scales,"Musicality, Tempo, & Style",2
453596,30319,Trombone,Scales,Note Accuracy/Consistency,8
453597,30319,Trombone,Scales,Tone Quality,2
453603,30319,Trombone,Sight-Reading,Artistry,1
453601,30319,Trombone,Sight-Reading,"Musicallity, Tempo & Style",1
453599,30319,Trombone,Sight-Reading,Note Accuracy,1
453600,30319,Trombone,Sight-Reading,Rhythmic Accuracy,1
453602,30319,Trombone,Sight-Reading,Tone Quality,1
453582,30319,Trombone,Technical Etude,Artistry,1
453578,30319,Trombone,Technical Etude,"Musicallity, Tempo & Style",3
453580,30319,Trombone,Technical Etude,Note Accuracy,4
453581,30319,Trombone,Technical Etude,Rhythmic Accuracy,1
453579,30319,Trombone,Technical Etude,Tone Quality,3
460954,30324,Trumpet,Lyrical Etude,Artistry,2
460950,30324,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",10
460952,30324,Trumpet,Lyrical Etude,Note Accuracy,5
460953,30324,Trumpet,Lyrical Etude,Rhythmic Accuracy,6
460951,30324,Trumpet,Lyrical Etude,Tone Quality,8
460963,30324,Trumpet,Scales,A,3
460962,30324,Trumpet,Scales,Ab,4
460965,30324,Trumpet,Scales,B,4
460964,30324,Trumpet,Scales,Bb,5
460966,30324,Trumpet,Scales,C,3
460960,30324,Trumpet,Scales,Chromatic,7
460968,30324,Trumpet,Scales,D,5
460967,30324,Trumpet,Scales,Db,5
460970,30324,Trumpet,Scales,E,2
460969,30324,Trumpet,Scales,Eb,4
460971,30324,Trumpet,Scales,F,3
460961,30324,Trumpet,Scales,G,4
460972,30324,Trumpet,Scales,Gb,2
460975,30324,Trumpet,Scales,"Musicality, Tempo, & Style",4
460973,30324,Trumpet,Scales,Note Accuracy/Consistency,8
460974,30324,Trumpet,Scales,Tone Quality,5
460980,30324,Trumpet,Sight-Reading,Artistry,1
460978,30324,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",3
460976,30324,Trumpet,Sight-Reading,Note Accuracy,4
460977,30324,Trumpet,Sight-Reading,Rhythmic Accuracy,5
460979,30324,Trumpet,Sight-Reading,Tone Quality,2
460959,30324,Trumpet,Technical Etude,Artistry,1
460955,30324,Trumpet,Technical Etude,"Musicallity, Tempo & Style",8
460957,30324,Trumpet,Technical Etude,Note Accuracy,5
460958,30324,Trumpet,Technical Etude,Rhythmic Accuracy,5
460956,30324,Trumpet,Technical Etude,Tone Quality,7
483913,30326,Bb Clarinet,Lyrical Etude,Artistry,2
483909,30326,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",15
483911,30326,Bb Clarinet,Lyrical Etude,Note Accuracy,10
483912,30326,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,8
483910,30326,Bb Clarinet,Lyrical Etude,Tone Quality,13
483922,30326,Bb Clarinet,Scales,A,6
483921,30326,Bb Clarinet,Scales,Ab,7
483924,30326,Bb Clarinet,Scales,B,7
483923,30326,Bb Clarinet,Scales,Bb,7
483925,30326,Bb Clarinet,Scales,C,6
483919,30326,Bb Clarinet,Scales,Chromatic,15
483927,30326,Bb Clarinet,Scales,D,6
483926,30326,Bb Clarinet,Scales,Db,7
483929,30326,Bb Clarinet,Scales,E,6
483928,30326,Bb Clarinet,Scales,Eb,7
483930,30326,Bb Clarinet,Scales,F,5
483920,30326,Bb Clarinet,Scales,G,7
483931,30326,Bb Clarinet,Scales,Gb,5
483934,30326,Bb Clarinet,Scales,"Musicality, Tempo, & Style",10
483932,30326,Bb Clarinet,Scales,Note Accuracy/Consistency,28
483933,30326,Bb Clarinet,Scales,Tone Quality,18
483939,30326,Bb Clarinet,Sight-Reading,Artistry,1
483937,30326,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",6
483935,30326,Bb Clarinet,Sight-Reading,Note Accuracy,7
483936,30326,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,8
483938,30326,Bb Clarinet,Sight-Reading,Tone Quality,3
483918,30326,Bb Clarinet,Technical Etude,Artistry,4
483914,30326,Bb Clarinet,Technical Etude,"Musicallity, Tempo & Style",17
483916,30326,Bb Clarinet,Technical Etude,Note Accuracy,9
483917,30326,Bb Clarinet,Technical Etude,Rhythmic Accuracy,9
483915,30326,Bb Clarinet,Technical Etude,Tone Quality,11
460266,30328,Euphonium,Lyrical Etude,Artistry,1
460262,30328,Euphonium,Lyrical Etude,"Musicallity, Tempo & Style",9
460264,30328,Euphonium,Lyrical Etude,Note Accuracy,7
460265,30328,Euphonium,Lyrical Etude,Rhythmic Accuracy,7
460263,30328,Euphonium,Lyrical Etude,Tone Quality,7
460275,30328,Euphonium,Scales,A,2
460274,30328,Euphonium,Scales,Ab,2
460277,30328,Euphonium,Scales,B,0
460276,30328,Euphonium,Scales,Bb,3
460278,30328,Euphonium,Scales,C,0
460272,30328,Euphonium,Scales,Chromatic,7
460280,30328,Euphonium,Scales,D,0
460279,30328,Euphonium,Scales,Db,0
460282,30328,Euphonium,Scales,E,0
460281,30328,Euphonium,Scales,Eb,0
460283,30328,Euphonium,Scales,F,2
460273,30328,Euphonium,Scales,G,2
460284,30328,Euphonium,Scales,Gb,1
460287,30328,Euphonium,Scales,"Musicality, Tempo, & Style",5
460285,30328,Euphonium,Scales,Note Accuracy/Consistency,14
460286,30328,Euphonium,Scales,Tone Quality,10
460292,30328,Euphonium,Sight-Reading,Artistry,2
460290,30328,Euphonium,Sight-Reading,"Musicallity, Tempo & Style",4
460288,30328,Euphonium,Sight-Reading,Note Accuracy,4
460289,30328,Euphonium,Sight-Reading,Rhythmic Accuracy,5
460291,30328,Euphonium,Sight-Reading,Tone Quality,2
460271,30328,Euphonium,Technical Etude,Artistry,2
460267,30328,Euphonium,Technical Etude,"Musicallity, Tempo & Style",10
460269,30328,Euphonium,Technical Etude,Note Accuracy,7
460270,30328,Euphonium,Technical Etude,Rhythmic Accuracy,7
460268,30328,Euphonium,Technical Etude,Tone Quality,7
471863,30329,Percussion,Mallet Etude,"Musicality, Tempo & Style",11
471864,30329,Percussion,Mallet Etude,Note Accuracy,6
471865,30329,Percussion,Mallet Etude,Rhythmic Accuracy,6
471878,30329,Percussion,Reading-Mallet,Musicality & Style,5
471876,30329,Percussion,Reading-Mallet,Note Accuracy & Tone,7
471877,30329,Percussion,Reading-Mallet,Rhythmic Accuracy & Articulation,5
471881,30329,Percussion,Reading-Snare,Musicality & Style,3
471879,30329,Percussion,Reading-Snare,Note Accuracy & Tone,6
471880,30329,Percussion,Reading-Snare,Rhythmic Accuracy & Articulation,5
471884,30329,Percussion,Reading-Timpani,Musicality & Style,0
