ScoreID,Student,Instrument,CategoryNew,CategoryGroup,Category,Score
452858,34046,Oboe,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,4
452859,34046,Oboe,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,5
452860,34046,Oboe,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",4
452861,34046,Oboe,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
452862,34046,Oboe,Sight-Reading-Artistry,Sight-Reading,Artistry,2
452863,34047,Oboe,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",14
452864,34047,Oboe,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,9
452865,34047,Oboe,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9
452866,34047,Oboe,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,8
452867,34047,Oboe,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
452868,34047,Oboe,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",12
452869,34047,Oboe,Technical Etude-Tone Quality,Technical Etude,Tone Quality,9
452870,34047,Oboe,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
452871,34047,Oboe,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,5
452872,34047,Oboe,Technical Etude-Articulation,Technical Etude,Articulation,2
452873,34047,Oboe,Scales-Chromatic,Scales,Chromatic,9
452874,34047,Oboe,Scales-G,Scales,G,5
452875,34047,Oboe,Scales-C,Scales,C,3
452876,34047,Oboe,Scales-F,Scales,F,5
452877,34047,Oboe,Scales-Bb,Scales,Bb,3
452878,34047,Oboe,Scales-Eb,Scales,Eb,5
452879,34047,Oboe,Scales-Ab,Scales,Ab,4
452880,34047,Oboe,Scales-Db,Scales,Db,2
452881,34047,Oboe,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,12
452882,34047,Oboe,Scales-Tone Quality,Scales,Tone Quality,5
452883,34047,Oboe,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",5
452884,34047,Oboe,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,4
452885,34047,Oboe,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,5
452886,34047,Oboe,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",3
452887,34047,Oboe,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
452888,34047,Oboe,Sight-Reading-Artistry,Sight-Reading,Artistry,1
452889,34076,Oboe,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",15
452890,34076,Oboe,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,11
452891,34076,Oboe,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8
452892,34076,Oboe,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9
452893,34076,Oboe,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
452894,34076,Oboe,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",13
452895,34076,Oboe,Technical Etude-Tone Quality,Technical Etude,Tone Quality,10
452896,34076,Oboe,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
452897,34076,Oboe,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7
452898,34076,Oboe,Technical Etude-Articulation,Technical Etude,Articulation,2
452899,34076,Oboe,Scales-Chromatic,Scales,Chromatic,9
452900,34076,Oboe,Scales-G,Scales,G,5
452901,34076,Oboe,Scales-C,Scales,C,5
452902,34076,Oboe,Scales-F,Scales,F,4
452903,34076,Oboe,Scales-Bb,Scales,Bb,5
452904,34076,Oboe,Scales-Eb,Scales,Eb,3
452905,34076,Oboe,Scales-Ab,Scales,Ab,3
452906,34076,Oboe,Scales-Db,Scales,Db,2
452907,34076,Oboe,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,20
452908,34076,Oboe,Scales-Tone Quality,Scales,Tone Quality,9
452909,34076,Oboe,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",6
452910,34076,Oboe,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,4
452911,34076,Oboe,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,3
452912,34076,Oboe,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",4
452913,34076,Oboe,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
452914,34076,Oboe,Sight-Reading-Artistry,Sight-Reading,Artistry,1
452915,34181,Oboe,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",5
452916,34181,Oboe,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,5
452917,34181,Oboe,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,0
452918,34181,Oboe,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,5
452919,34181,Oboe,Lyrical Etude-Artistry,Lyrical Etude,Artistry,1
452920,34181,Oboe,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",5
452921,34181,Oboe,Technical Etude-Tone Quality,Technical Etude,Tone Quality,5
452922,34181,Oboe,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,5
452923,34181,Oboe,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,2
452924,34181,Oboe,Technical Etude-Articulation,Technical Etude,Articulation,0
452925,34181,Oboe,Scales-Chromatic,Scales,Chromatic,0
452926,34181,Oboe,Scales-G,Scales,G,2
452927,34181,Oboe,Scales-C,Scales,C,5
452928,34181,Oboe,Scales-F,Scales,F,3
452929,34181,Oboe,Scales-Bb,Scales,Bb,3
452930,34181,Oboe,Scales-Eb,Scales,Eb,3
452931,34181,Oboe,Scales-Ab,Scales,Ab,3
452932,34181,Oboe,Scales-Db,Scales,Db,3
452933,34181,Oboe,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,10
452934,34181,Oboe,Scales-Tone Quality,Scales,Tone Quality,11
452935,34181,Oboe,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",5
452936,34181,Oboe,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5
452937,34181,Oboe,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,5
452938,34181,Oboe,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",2
452939,34181,Oboe,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
452940,34181,Oboe,Sight-Reading-Artistry,Sight-Reading,Artistry,1
452941,34306,Oboe,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",10
452942,34306,Oboe,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,12
452943,34306,Oboe,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,7
452944,34306,Oboe,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9
452945,34306,Oboe,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
452946,34306,Oboe,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",10
452947,34306,Oboe,Technical Etude-Tone Quality,Technical Etude,Tone Quality,4
452948,34306,Oboe,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,9
452949,34306,Oboe,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,9
452950,34306,Oboe,Technical Etude-Articulation,Technical Etude,Articulation,3
452951,34306,Oboe,Scales-Chromatic,Scales,Chromatic,11
452952,34306,Oboe,Scales-G,Scales,G,4
452953,34306,Oboe,Scales-C,Scales,C,6
452954,34306,Oboe,Scales-F,Scales,F,8
452955,34306,Oboe,Scales-Bb,Scales,Bb,6
452956,34306,Oboe,Scales-Eb,Scales,Eb,7
452957,34306,Oboe,Scales-Ab,Scales,Ab,4
452958,34306,Oboe,Scales-Db,Scales,Db,7
452959,34306,Oboe,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,29
452960,34306,Oboe,Scales-Tone Quality,Scales,Tone Quality,11
452961,34306,Oboe,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",7
452962,34306,Oboe,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5
452963,34306,Oboe,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,3
452964,34306,Oboe,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",5
452965,34306,Oboe,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
452966,34306,Oboe,Sight-Reading-Artistry,Sight-Reading,Artistry,2
452967,34315,Oboe,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",13
452968,34315,Oboe,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,11
452969,34315,Oboe,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9
452970,34315,Oboe,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9
452971,34315,Oboe,Lyrical Etude-Artistry,Lyrical Etude,Artistry,3
452972,34315,Oboe,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",17
452973,34315,Oboe,Technical Etude-Tone Quality,Technical Etude,Tone Quality,10
452974,34315,Oboe,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,9
452975,34315,Oboe,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,9
452976,34315,Oboe,Technical Etude-Articulation,Technical Etude,Articulation,3
452977,34315,Oboe,Scales-Chromatic,Scales,Chromatic,14
452978,34315,Oboe,Scales-G,Scales,G,5
452979,34315,Oboe,Scales-C,Scales,C,6
452980,34315,Oboe,Scales-F,Scales,F,5
452981,34315,Oboe,Scales-Bb,Scales,Bb,4
452982,34315,Oboe,Scales-Eb,Scales,Eb,5
452983,34315,Oboe,Scales-Ab,Scales,Ab,5
452984,34315,Oboe,Scales-Db,Scales,Db,8
452985,34315,Oboe,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,29
452986,34315,Oboe,Scales-Tone Quality,Scales,Tone Quality,11
452987,34315,Oboe,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",9
452988,34315,Oboe,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5
452989,34315,Oboe,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,5
452990,34315,Oboe,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",4
452991,34315,Oboe,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,3
452992,34315,Oboe,Sight-Reading-Artistry,Sight-Reading,Artistry,2
452993,34494,Oboe,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",10
452994,34494,Oboe,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,10
452995,34494,Oboe,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8
452996,34494,Oboe,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,8
452997,34494,Oboe,Lyrical Etude-Artistry,Lyrical Etude,Artistry,3
452998,34494,Oboe,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",14
452999,34494,Oboe,Technical Etude-Tone Quality,Technical Etude,Tone Quality,10
453000,34494,Oboe,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8
453001,34494,Oboe,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8
453002,34494,Oboe,Technical Etude-Articulation,Technical Etude,Articulation,2
453003,34494,Oboe,Scales-Chromatic,Scales,Chromatic,14
453004,34494,Oboe,Scales-G,Scales,G,5
453005,34494,Oboe,Scales-C,Scales,C,3
453006,34494,Oboe,Scales-F,Scales,F,5
453007,34494,Oboe,Scales-Bb,Scales,Bb,3
453008,34494,Oboe,Scales-Eb,Scales,Eb,6
453009,34494,Oboe,Scales-Ab,Scales,Ab,4
453010,34494,Oboe,Scales-Db,Scales,Db,4
453011,34494,Oboe,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,20
453012,34494,Oboe,Scales-Tone Quality,Scales,Tone Quality,11
453013,34494,Oboe,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",7
453014,34494,Oboe,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5
453015,34494,Oboe,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,5
453016,34494,Oboe,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",4
453017,34494,Oboe,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
453018,34494,Oboe,Sight-Reading-Artistry,Sight-Reading,Artistry,2
453019,34661,Oboe,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",14
453020,34661,Oboe,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,11
453021,34661,Oboe,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8
453022,34661,Oboe,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9
453023,34661,Oboe,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
453024,34661,Oboe,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",14
453025,34661,Oboe,Technical Etude-Tone Quality,Technical Etude,Tone Quality,11
453026,34661,Oboe,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8
453027,34661,Oboe,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8
453028,34661,Oboe,Technical Etude-Articulation,Technical Etude,Articulation,2
453029,34661,Oboe,Scales-Chromatic,Scales,Chromatic,14
453030,34661,Oboe,Scales-G,Scales,G,7
453031,34661,Oboe,Scales-C,Scales,C,5
453032,34661,Oboe,Scales-F,Scales,F,8
453033,34661,Oboe,Scales-Bb,Scales,Bb,4
453034,34661,Oboe,Scales-Eb,Scales,Eb,7
453035,34661,Oboe,Scales-Ab,Scales,Ab,8
453036,34661,Oboe,Scales-Db,Scales,Db,7
453037,34661,Oboe,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,30
453038,34661,Oboe,Scales-Tone Quality,Scales,Tone Quality,11
453039,34661,Oboe,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",8
453040,34661,Oboe,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,10
453041,34661,Oboe,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,8
453042,34661,Oboe,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",5
453043,34661,Oboe,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
453044,34661,Oboe,Sight-Reading-Artistry,Sight-Reading,Artistry,2
453045,34673,Oboe,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",15
453046,34673,Oboe,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,12
453047,34673,Oboe,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8
453048,34673,Oboe,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9
453049,34673,Oboe,Lyrical Etude-Artistry,Lyrical Etude,Artistry,3
453050,34673,Oboe,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",15
453051,34673,Oboe,Technical Etude-Tone Quality,Technical Etude,Tone Quality,13
453052,34673,Oboe,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,9
453053,34673,Oboe,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,9
453054,34673,Oboe,Technical Etude-Articulation,Technical Etude,Articulation,3
453055,34673,Oboe,Scales-Chromatic,Scales,Chromatic,14
453056,34673,Oboe,Scales-G,Scales,G,5
453057,34673,Oboe,Scales-C,Scales,C,6
453058,34673,Oboe,Scales-F,Scales,F,7
453059,34673,Oboe,Scales-Bb,Scales,Bb,7
453060,34673,Oboe,Scales-Eb,Scales,Eb,8
453061,34673,Oboe,Scales-Ab,Scales,Ab,5
453062,34673,Oboe,Scales-Db,Scales,Db,5
453063,34673,Oboe,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,28
453064,34673,Oboe,Scales-Tone Quality,Scales,Tone Quality,13
453065,34673,Oboe,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",8
453066,34673,Oboe,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,7
453067,34673,Oboe,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,5
453068,34673,Oboe,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",5
453069,34673,Oboe,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,4
453070,34673,Oboe,Sight-Reading-Artistry,Sight-Reading,Artistry,3
453071,34684,Oboe,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",12
453072,34684,Oboe,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,9
453073,34684,Oboe,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,6
453074,34684,Oboe,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,8
453075,34684,Oboe,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
453076,34684,Oboe,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",12
453077,34684,Oboe,Technical Etude-Tone Quality,Technical Etude,Tone Quality,9
453078,34684,Oboe,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8
453079,34684,Oboe,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7
453080,34684,Oboe,Technical Etude-Articulation,Technical Etude,Articulation,2
453081,34684,Oboe,Scales-Chromatic,Scales,Chromatic,8
453082,34684,Oboe,Scales-G,Scales,G,4
453083,34684,Oboe,Scales-C,Scales,C,4
453084,34684,Oboe,Scales-F,Scales,F,4
453085,34684,Oboe,Scales-Bb,Scales,Bb,4
453086,34684,Oboe,Scales-Eb,Scales,Eb,4
453087,34684,Oboe,Scales-Ab,Scales,Ab,4
453088,34684,Oboe,Scales-Db,Scales,Db,5
453089,34684,Oboe,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,27
453090,34684,Oboe,Scales-Tone Quality,Scales,Tone Quality,8
453091,34684,Oboe,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",5
453092,34684,Oboe,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5
453093,34684,Oboe,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,5
453094,34684,Oboe,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",2
453095,34684,Oboe,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
453096,34684,Oboe,Sight-Reading-Artistry,Sight-Reading,Artistry,2
453278,29250,Tuba,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",9
453279,29250,Tuba,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,7
453280,29250,Tuba,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,7
453281,29250,Tuba,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7
453282,29250,Tuba,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
453283,29250,Tuba,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",9
453284,29250,Tuba,Technical Etude-Tone Quality,Technical Etude,Tone Quality,7
453285,29250,Tuba,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
453286,29250,Tuba,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7
453287,29250,Tuba,Technical Etude-Articulation,Technical Etude,Articulation,1
453288,29250,Tuba,Scales-Chromatic,Scales,Chromatic,8
453289,29250,Tuba,Scales-G,Scales,G,2
453290,29250,Tuba,Scales-C,Scales,C,0
453291,29250,Tuba,Scales-F,Scales,F,2
453292,29250,Tuba,Scales-Bb,Scales,Bb,1
453293,29250,Tuba,Scales-Eb,Scales,Eb,0
453294,29250,Tuba,Scales-Ab,Scales,Ab,1
453295,29250,Tuba,Scales-Db,Scales,Db,0
453296,29250,Tuba,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,15
453297,29250,Tuba,Scales-Tone Quality,Scales,Tone Quality,6
453298,29250,Tuba,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",5
453299,29250,Tuba,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5
453300,29250,Tuba,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,5
453301,29250,Tuba,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",3
453302,29250,Tuba,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
453303,29250,Tuba,Sight-Reading-Artistry,Sight-Reading,Artistry,1
453304,29302,Euphonium,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",9
453305,29302,Euphonium,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,7
453306,29302,Euphonium,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,7
453307,29302,Euphonium,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7
453308,29302,Euphonium,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
453309,29302,Euphonium,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",9
453310,29302,Euphonium,Technical Etude-Tone Quality,Technical Etude,Tone Quality,7
453311,29302,Euphonium,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
453312,29302,Euphonium,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,6
453313,29302,Euphonium,Technical Etude-Articulation,Technical Etude,Articulation,1
453314,29302,Euphonium,Scales-Chromatic,Scales,Chromatic,0
453315,29302,Euphonium,Scales-G,Scales,G,0
453316,29302,Euphonium,Scales-C,Scales,C,0
453317,29302,Euphonium,Scales-F,Scales,F,0
453318,29302,Euphonium,Scales-Bb,Scales,Bb,0
453319,29302,Euphonium,Scales-Eb,Scales,Eb,0
453320,29302,Euphonium,Scales-Ab,Scales,Ab,0
453321,29302,Euphonium,Scales-Db,Scales,Db,0
453322,29302,Euphonium,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,13
453323,29302,Euphonium,Scales-Tone Quality,Scales,Tone Quality,7
453324,29302,Euphonium,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",5
453325,29302,Euphonium,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,4
453326,29302,Euphonium,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,5
453327,29302,Euphonium,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",4
453328,29302,Euphonium,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
453329,29302,Euphonium,Sight-Reading-Artistry,Sight-Reading,Artistry,2
453330,29337,Euphonium,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",12
453331,29337,Euphonium,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,8
453332,29337,Euphonium,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,7
453333,29337,Euphonium,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7
453334,29337,Euphonium,Lyrical Etude-Artistry,Lyrical Etude,Artistry,3
453335,29337,Euphonium,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",11
453336,29337,Euphonium,Technical Etude-Tone Quality,Technical Etude,Tone Quality,8
453337,29337,Euphonium,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
453338,29337,Euphonium,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,6
453339,29337,Euphonium,Technical Etude-Articulation,Technical Etude,Articulation,2
453340,29337,Euphonium,Scales-Chromatic,Scales,Chromatic,10
453341,29337,Euphonium,Scales-G,Scales,G,2
453342,29337,Euphonium,Scales-C,Scales,C,0
453343,29337,Euphonium,Scales-F,Scales,F,2
453344,29337,Euphonium,Scales-Bb,Scales,Bb,0
453345,29337,Euphonium,Scales-Eb,Scales,Eb,1
453346,29337,Euphonium,Scales-Ab,Scales,Ab,1
453347,29337,Euphonium,Scales-Db,Scales,Db,0
453348,29337,Euphonium,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,2
453349,29337,Euphonium,Scales-Tone Quality,Scales,Tone Quality,8
453350,29337,Euphonium,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",4
453351,29337,Euphonium,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,3
453352,29337,Euphonium,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,4
453353,29337,Euphonium,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",3
453354,29337,Euphonium,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
453355,29337,Euphonium,Sight-Reading-Artistry,Sight-Reading,Artistry,1
454069,29345,Tuba,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",14
454070,29345,Tuba,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,9
454071,29345,Tuba,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,7
454072,29345,Tuba,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7
454073,29345,Tuba,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
454074,29345,Tuba,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",12
454075,29345,Tuba,Technical Etude-Tone Quality,Technical Etude,Tone Quality,8
454076,29345,Tuba,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
454077,29345,Tuba,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,6
454078,29345,Tuba,Technical Etude-Articulation,Technical Etude,Articulation,2
454079,29345,Tuba,Scales-Chromatic,Scales,Chromatic,3
454080,29345,Tuba,Scales-G,Scales,G,1
454081,29345,Tuba,Scales-C,Scales,C,0
454082,29345,Tuba,Scales-F,Scales,F,2
454083,29345,Tuba,Scales-Bb,Scales,Bb,1
454084,29345,Tuba,Scales-Eb,Scales,Eb,0
454085,29345,Tuba,Scales-Ab,Scales,Ab,0
454086,29345,Tuba,Scales-Db,Scales,Db,0
454087,29345,Tuba,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,12
454088,29345,Tuba,Scales-Tone Quality,Scales,Tone Quality,8
