ScoreID,Student,Instrument,ScoreGroup,Description,Score
872614,52557,Bb Clarinet,Technical Etude,Tone Quality,18
872615,52557,Bb Clarinet,Technical Etude,Note Accuracy,10
872616,52557,Bb Clarinet,Technical Etude,Rhythmic Accuracy,10
872617,52557,Bb Clarinet,Technical Etude,"Musicality, Tempo & Style",18
872618,52557,Bb Clarinet,Chromatic Scale,Chromatic Scale,15
872619,52557,Bb Clarinet,Major Scales,G,10
872620,52557,Bb Clarinet,Major Scales,C,10
872621,52557,Bb Clarinet,Major Scales,F,15
872622,52557,Bb Clarinet,Major Scales,Bb,10
872623,52557,Bb Clarinet,Major Scales,Eb,14
872624,52557,Bb Clarinet,Major Scales,Ab,10
872625,52557,Bb Clarinet,Major Scales,Db,10
872626,52557,Bb Clarinet,Sight-Reading,Tone Quality,10
872627,52557,Bb Clarinet,Sight-Reading,Note Accuracy,9
872628,52557,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,8
872629,52557,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",9
901762,52560,Alto Saxophone,Lyrical Etude,Tone Quality,8
901763,52560,Alto Saxophone,Lyrical Etude,Note Accuracy,10
901764,52560,Alto Saxophone,Lyrical Etude,Rhythmic Accuracy,9
901765,52560,Alto Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",8
901766,52560,Alto Saxophone,Technical Etude,Tone Quality,8
901767,52560,Alto Saxophone,Technical Etude,Note Accuracy,9
901768,52560,Alto Saxophone,Technical Etude,Rhythmic Accuracy,9
901769,52560,Alto Saxophone,Technical Etude,"Musicality, Tempo & Style",10
901770,52560,Alto Saxophone,Chromatic Scale,Chromatic Scale,13
901771,52560,Alto Saxophone,Major Scales,G,7
901772,52560,Alto Saxophone,Major Scales,C,4
901773,52560,Alto Saxophone,Major Scales,F,7
901774,52560,Alto Saxophone,Major Scales,Bb,4
901775,52560,Alto Saxophone,Major Scales,Eb,9
901776,52560,Alto Saxophone,Major Scales,Ab,8
901777,52560,Alto Saxophone,Major Scales,Db,8
901778,52560,Alto Saxophone,Sight-Reading,Tone Quality,6
901779,52560,Alto Saxophone,Sight-Reading,Note Accuracy,6
901780,52560,Alto Saxophone,Sight-Reading,Rhythmic Accuracy,6
901781,52560,Alto Saxophone,Sight-Reading,"Musicallity, Tempo & Style",4
857253,52562,Trumpet,Lyrical Etude,Tone Quality,1
857254,52562,Trumpet,Lyrical Etude,Note Accuracy,3
857255,52562,Trumpet,Lyrical Etude,Rhythmic Accuracy,3
857256,52562,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",1
857257,52562,Trumpet,Technical Etude,Tone Quality,1
857258,52562,Trumpet,Technical Etude,Note Accuracy,3
857259,52562,Trumpet,Technical Etude,Rhythmic Accuracy,4
857260,52562,Trumpet,Technical Etude,"Musicality, Tempo & Style",1
857261,52562,Trumpet,Chromatic Scale,Chromatic Scale,2
857262,52562,Trumpet,Major Scales,G,2
857263,52562,Trumpet,Major Scales,C,2
857264,52562,Trumpet,Major Scales,F,1
857265,52562,Trumpet,Major Scales,Bb,2
857266,52562,Trumpet,Major Scales,Eb,2
857267,52562,Trumpet,Major Scales,Ab,2
857268,52562,Trumpet,Major Scales,Db,2
857269,52562,Trumpet,Sight-Reading,Tone Quality,1
857270,52562,Trumpet,Sight-Reading,Note Accuracy,1
857271,52562,Trumpet,Sight-Reading,Rhythmic Accuracy,1
857272,52562,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",1
894752,52563,Tuba,Lyrical Etude,Tone Quality,8
894753,52563,Tuba,Lyrical Etude,Note Accuracy,7
894754,52563,Tuba,Lyrical Etude,Rhythmic Accuracy,6
894755,52563,Tuba,Lyrical Etude,"Musicallity, Tempo & Style",6
894756,52563,Tuba,Technical Etude,Tone Quality,8
894757,52563,Tuba,Technical Etude,Note Accuracy,7
894758,52563,Tuba,Technical Etude,Rhythmic Accuracy,7
894759,52563,Tuba,Technical Etude,"Musicality, Tempo & Style",9
894760,52563,Tuba,Chromatic Scale,Chromatic Scale,5
894761,52563,Tuba,Major Scales,G,3
894762,52563,Tuba,Major Scales,C,2
894763,52563,Tuba,Major Scales,F,4
894764,52563,Tuba,Major Scales,Bb,3
894765,52563,Tuba,Major Scales,Eb,2
894766,52563,Tuba,Major Scales,Ab,2
894767,52563,Tuba,Major Scales,Db,1
894768,52563,Tuba,Sight-Reading,Tone Quality,4
894769,52563,Tuba,Sight-Reading,Note Accuracy,4
894770,52563,Tuba,Sight-Reading,Rhythmic Accuracy,3
894771,52563,Tuba,Sight-Reading,"Musicallity, Tempo & Style",3
874811,52564,Percussion,Mallet Etude,Note Accuracy & Tone,5
874812,52564,Percussion,Mallet Etude,Rhythmic Accuracy,6
874813,52564,Percussion,Mallet Etude,"Musicality, Tempo, & Style",13
874814,52564,Percussion,Snare Etude,Rudimental Accuracy,5
874815,52564,Percussion,Snare Etude,Rhythmic Accuracy,6
874816,52564,Percussion,Snare Etude,"Musicality, Tempo, & Style",6
874821,52564,Percussion,Timpani Etude,Tuning Accuracy,8
874822,52564,Percussion,Timpani Etude,Rhythmic Accuracy,6
874823,52564,Percussion,Timpani Etude,"Musicality, Tempo, & Style",5
874829,52564,Percussion,Chromatic Scale,Chromatic Scale,4
874830,52564,Percussion,Major Scales,G,6
874831,52564,Percussion,Major Scales,C,7
874832,52564,Percussion,Major Scales,F,6
874833,52564,Percussion,Major Scales,Bb,6
874834,52564,Percussion,Major Scales,Eb,7
874835,52564,Percussion,Major Scales,Ab,6
874836,52564,Percussion,Major Scales,Db,6
874840,52564,Percussion,Reading-Mallet,Note Accuracy & Tone,1
874841,52564,Percussion,Reading-Mallet,Rhythmic Accuracy,0
874842,52564,Percussion,Reading-Mallet,"Musicality, Tempo & Style",0
874847,52564,Percussion,Reading-Snare,Note Accuracy & Tone,3
874848,52564,Percussion,Reading-Snare,Rhythmic Accuracy,2
874849,52564,Percussion,Reading-Snare,"Musicality, Tempo, & Style",1
870065,52565,French Horn,Lyrical Etude,Tone Quality,14
870066,52565,French Horn,Lyrical Etude,Note Accuracy,5
870067,52565,French Horn,Lyrical Etude,Rhythmic Accuracy,6
870068,52565,French Horn,Lyrical Etude,"Musicallity, Tempo & Style",12
870089,52565,French Horn,Technical Etude,Tone Quality,13
870090,52565,French Horn,Technical Etude,Note Accuracy,6
870091,52565,French Horn,Technical Etude,Rhythmic Accuracy,7
870092,52565,French Horn,Technical Etude,"Musicality, Tempo & Style",13
870093,52565,French Horn,Chromatic Scale,Chromatic Scale,12
870094,52565,French Horn,Major Scales,G,3
870095,52565,French Horn,Major Scales,C,6
870096,52565,French Horn,Major Scales,F,5
870097,52565,French Horn,Major Scales,Bb,4
870098,52565,French Horn,Major Scales,Eb,5
870099,52565,French Horn,Major Scales,Ab,4
870100,52565,French Horn,Major Scales,Db,4
870101,52565,French Horn,Sight-Reading,Tone Quality,5
870102,52565,French Horn,Sight-Reading,Note Accuracy,2
870103,52565,French Horn,Sight-Reading,Rhythmic Accuracy,3
870104,52565,French Horn,Sight-Reading,"Musicallity, Tempo & Style",5
872707,52566,Bb Clarinet,Lyrical Etude,Tone Quality,19
872708,52566,Bb Clarinet,Lyrical Etude,Note Accuracy,10
872709,52566,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,10
872710,52566,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",16
872711,52566,Bb Clarinet,Technical Etude,Tone Quality,19
872712,52566,Bb Clarinet,Technical Etude,Note Accuracy,10
872713,52566,Bb Clarinet,Technical Etude,Rhythmic Accuracy,10
872714,52566,Bb Clarinet,Technical Etude,"Musicality, Tempo & Style",19
872715,52566,Bb Clarinet,Chromatic Scale,Chromatic Scale,15
872716,52566,Bb Clarinet,Major Scales,G,10
872717,52566,Bb Clarinet,Major Scales,C,10
872718,52566,Bb Clarinet,Major Scales,F,14
872719,52566,Bb Clarinet,Major Scales,Bb,10
872720,52566,Bb Clarinet,Major Scales,Eb,15
872721,52566,Bb Clarinet,Major Scales,Ab,10
872722,52566,Bb Clarinet,Major Scales,Db,10
872723,52566,Bb Clarinet,Sight-Reading,Tone Quality,10
872724,52566,Bb Clarinet,Sight-Reading,Note Accuracy,10
872725,52566,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,10
872726,52566,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",10
874866,52568,Percussion,Mallet Etude,Note Accuracy & Tone,5
874867,52568,Percussion,Mallet Etude,Rhythmic Accuracy,6
874868,52568,Percussion,Mallet Etude,"Musicality, Tempo, & Style",9
874869,52568,Percussion,Snare Etude,Rudimental Accuracy,4
874870,52568,Percussion,Snare Etude,Rhythmic Accuracy,7
874871,52568,Percussion,Snare Etude,"Musicality, Tempo, & Style",13
874872,52568,Percussion,Timpani Etude,Tuning Accuracy,9
874873,52568,Percussion,Timpani Etude,Rhythmic Accuracy,8
874874,52568,Percussion,Timpani Etude,"Musicality, Tempo, & Style",11
874883,52568,Percussion,Chromatic Scale,Chromatic Scale,7
874884,52568,Percussion,Major Scales,G,7
874885,52568,Percussion,Major Scales,C,7
874886,52568,Percussion,Major Scales,F,7
874887,52568,Percussion,Major Scales,Bb,7
874888,52568,Percussion,Major Scales,Eb,7
874889,52568,Percussion,Major Scales,Ab,6
874890,52568,Percussion,Major Scales,Db,7
874895,52568,Percussion,Reading-Mallet,Note Accuracy & Tone,6
874896,52568,Percussion,Reading-Mallet,Rhythmic Accuracy,7
874897,52568,Percussion,Reading-Mallet,"Musicality, Tempo & Style",3
874898,52568,Percussion,Reading-Snare,Note Accuracy & Tone,4
874899,52568,Percussion,Reading-Snare,Rhythmic Accuracy,5
874900,52568,Percussion,Reading-Snare,"Musicality, Tempo, & Style",3
874913,52569,Percussion,Mallet Etude,Note Accuracy & Tone,5
874914,52569,Percussion,Mallet Etude,Rhythmic Accuracy,5
874915,52569,Percussion,Mallet Etude,"Musicality, Tempo, & Style",7
874920,52569,Percussion,Snare Etude,Rudimental Accuracy,5
874921,52569,Percussion,Snare Etude,Rhythmic Accuracy,5
874922,52569,Percussion,Snare Etude,"Musicality, Tempo, & Style",8
874923,52569,Percussion,Timpani Etude,Tuning Accuracy,8
874924,52569,Percussion,Timpani Etude,Rhythmic Accuracy,4
874925,52569,Percussion,Timpani Etude,"Musicality, Tempo, & Style",6
874926,52569,Percussion,Chromatic Scale,Chromatic Scale,3
874931,52569,Percussion,Major Scales,G,2
874932,52569,Percussion,Major Scales,C,3
874933,52569,Percussion,Major Scales,F,4
874934,52569,Percussion,Major Scales,Bb,5
874935,52569,Percussion,Major Scales,Eb,5
874936,52569,Percussion,Major Scales,Ab,2
874937,52569,Percussion,Major Scales,Db,3
874938,52569,Percussion,Reading-Mallet,Note Accuracy & Tone,2
874939,52569,Percussion,Reading-Mallet,Rhythmic Accuracy,1
874940,52569,Percussion,Reading-Mallet,"Musicality, Tempo & Style",1
874941,52569,Percussion,Reading-Snare,Note Accuracy & Tone,3
874942,52569,Percussion,Reading-Snare,Rhythmic Accuracy,2
874943,52569,Percussion,Reading-Snare,"Musicality, Tempo, & Style",1
857273,52611,Trumpet,Lyrical Etude,Tone Quality,3
857274,52611,Trumpet,Lyrical Etude,Note Accuracy,4
857275,52611,Trumpet,Lyrical Etude,Rhythmic Accuracy,4
857276,52611,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",1
857277,52611,Trumpet,Technical Etude,Tone Quality,2
857278,52611,Trumpet,Technical Etude,Note Accuracy,5
857279,52611,Trumpet,Technical Etude,Rhythmic Accuracy,4
857280,52611,Trumpet,Technical Etude,"Musicality, Tempo & Style",1
857281,52611,Trumpet,Chromatic Scale,Chromatic Scale,1
857282,52611,Trumpet,Major Scales,G,1
857283,52611,Trumpet,Major Scales,C,1
857284,52611,Trumpet,Major Scales,F,1
857285,52611,Trumpet,Major Scales,Bb,2
857286,52611,Trumpet,Major Scales,Eb,2
857287,52611,Trumpet,Major Scales,Ab,2
857288,52611,Trumpet,Major Scales,Db,2
857289,52611,Trumpet,Sight-Reading,Tone Quality,1
857290,52611,Trumpet,Sight-Reading,Note Accuracy,1
857291,52611,Trumpet,Sight-Reading,Rhythmic Accuracy,1
857292,52611,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",1
857293,52612,Trumpet,Lyrical Etude,Tone Quality,3
857294,52612,Trumpet,Lyrical Etude,Note Accuracy,3
857295,52612,Trumpet,Lyrical Etude,Rhythmic Accuracy,2
857296,52612,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",2
857297,52612,Trumpet,Technical Etude,Tone Quality,2
857298,52612,Trumpet,Technical Etude,Note Accuracy,4
857299,52612,Trumpet,Technical Etude,Rhythmic Accuracy,4
857300,52612,Trumpet,Technical Etude,"Musicality, Tempo & Style",3
857301,52612,Trumpet,Chromatic Scale,Chromatic Scale,2
857302,52612,Trumpet,Major Scales,G,0
857303,52612,Trumpet,Major Scales,C,1
857304,52612,Trumpet,Major Scales,F,1
857305,52612,Trumpet,Major Scales,Bb,1
857306,52612,Trumpet,Major Scales,Eb,1
857307,52612,Trumpet,Major Scales,Ab,1
857312,52612,Trumpet,Major Scales,Db,1
857308,52612,Trumpet,Sight-Reading,Tone Quality,1
857309,52612,Trumpet,Sight-Reading,Note Accuracy,1
857310,52612,Trumpet,Sight-Reading,Rhythmic Accuracy,1
857311,52612,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",1
891171,52617,Flute,Lyrical Etude,Tone Quality,18
891172,52617,Flute,Lyrical Etude,Note Accuracy,10
891173,52617,Flute,Lyrical Etude,Rhythmic Accuracy,10
891174,52617,Flute,Lyrical Etude,"Musicallity, Tempo & Style",18
891224,52617,Flute,Technical Etude,Tone Quality,17
891225,52617,Flute,Technical Etude,Note Accuracy,9
891226,52617,Flute,Technical Etude,Rhythmic Accuracy,10
891227,52617,Flute,Technical Etude,"Musicality, Tempo & Style",16
891228,52617,Flute,Chromatic Scale,Chromatic Scale,13
891229,52617,Flute,Major Scales,G,10
891230,52617,Flute,Major Scales,C,14
891231,52617,Flute,Major Scales,F,10
891232,52617,Flute,Major Scales,Bb,10
891233,52617,Flute,Major Scales,Eb,10
891234,52617,Flute,Major Scales,Ab,10
891235,52617,Flute,Major Scales,Db,9
891236,52617,Flute,Sight-Reading,Tone Quality,9
891237,52617,Flute,Sight-Reading,Note Accuracy,9
891238,52617,Flute,Sight-Reading,Rhythmic Accuracy,9
891239,52617,Flute,Sight-Reading,"Musicallity, Tempo & Style",9
875005,52618,Percussion,Mallet Etude,Note Accuracy & Tone,9
875006,52618,Percussion,Mallet Etude,Rhythmic Accuracy,9
875007,52618,Percussion,Mallet Etude,"Musicality, Tempo, & Style",19
875008,52618,Percussion,Snare Etude,Rudimental Accuracy,10
875009,52618,Percussion,Snare Etude,Rhythmic Accuracy,9
875010,52618,Percussion,Snare Etude,"Musicality, Tempo, & Style",18
875011,52618,Percussion,Timpani Etude,Tuning Accuracy,9
875012,52618,Percussion,Timpani Etude,Rhythmic Accuracy,8
875013,52618,Percussion,Timpani Etude,"Musicality, Tempo, & Style",18
875021,52618,Percussion,Chromatic Scale,Chromatic Scale,8
875022,52618,Percussion,Major Scales,G,7
875023,52618,Percussion,Major Scales,C,8
875028,52618,Percussion,Major Scales,F,8
875029,52618,Percussion,Major Scales,Bb,8
875030,52618,Percussion,Major Scales,Eb,6
875031,52618,Percussion,Major Scales,Ab,6
875032,52618,Percussion,Major Scales,Db,7
875033,52618,Percussion,Reading-Mallet,Note Accuracy & Tone,7
875034,52618,Percussion,Reading-Mallet,Rhythmic Accuracy,6
875035,52618,Percussion,Reading-Mallet,"Musicality, Tempo & Style",4
875036,52618,Percussion,Reading-Snare,Note Accuracy & Tone,4
875037,52618,Percussion,Reading-Snare,Rhythmic Accuracy,5
875038,52618,Percussion,Reading-Snare,"Musicality, Tempo, & Style",3
894772,52640,Tuba,Lyrical Etude,Tone Quality,12
894773,52640,Tuba,Lyrical Etude,Note Accuracy,8
894774,52640,Tuba,Lyrical Etude,Rhythmic Accuracy,8
894775,52640,Tuba,Lyrical Etude,"Musicallity, Tempo & Style",12
894776,52640,Tuba,Technical Etude,Tone Quality,13
894777,52640,Tuba,Technical Etude,Note Accuracy,8
894778,52640,Tuba,Technical Etude,Rhythmic Accuracy,8
894779,52640,Tuba,Technical Etude,"Musicality, Tempo & Style",13
894780,52640,Tuba,Chromatic Scale,Chromatic Scale,11
894781,52640,Tuba,Major Scales,G,6
894782,52640,Tuba,Major Scales,C,7
894783,52640,Tuba,Major Scales,F,8
894784,52640,Tuba,Major Scales,Bb,7
894785,52640,Tuba,Major Scales,Eb,6
894786,52640,Tuba,Major Scales,Ab,7
894787,52640,Tuba,Major Scales,Db,5
894788,52640,Tuba,Sight-Reading,Tone Quality,6
894789,52640,Tuba,Sight-Reading,Note Accuracy,6
894790,52640,Tuba,Sight-Reading,Rhythmic Accuracy,6
894791,52640,Tuba,Sight-Reading,"Musicallity, Tempo & Style",6
935080,52641,Oboe,Lyrical Etude,Tone Quality,20
935081,52641,Oboe,Lyrical Etude,Note Accuracy,10
935082,52641,Oboe,Lyrical Etude,Rhythmic Accuracy,10
935083,52641,Oboe,Lyrical Etude,"Musicallity, Tempo & Style",19
935084,52641,Oboe,Technical Etude,Tone Quality,20
935085,52641,Oboe,Technical Etude,Note Accuracy,9
935086,52641,Oboe,Technical Etude,Rhythmic Accuracy,9
935087,52641,Oboe,Technical Etude,"Musicality, Tempo & Style",18
935088,52641,Oboe,Chromatic Scale,Chromatic Scale,14
935089,52641,Oboe,Major Scales,G,10
935090,52641,Oboe,Major Scales,C,10
935091,52641,Oboe,Major Scales,F,10
935092,52641,Oboe,Major Scales,Bb,9
935093,52641,Oboe,Major Scales,Eb,10
935094,52641,Oboe,Major Scales,Ab,5
935095,52641,Oboe,Major Scales,Db,9
935096,52641,Oboe,Sight-Reading,Tone Quality,10
935097,52641,Oboe,Sight-Reading,Note Accuracy,9
935098,52641,Oboe,Sight-Reading,Rhythmic Accuracy,8
935099,52641,Oboe,Sight-Reading,"Musicallity, Tempo & Style",9
857313,52646,Trumpet,Lyrical Etude,Tone Quality,5
857314,52646,Trumpet,Lyrical Etude,Note Accuracy,5
857315,52646,Trumpet,Lyrical Etude,Rhythmic Accuracy,5
857316,52646,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",4
857317,52646,Trumpet,Technical Etude,Tone Quality,5
857318,52646,Trumpet,Technical Etude,Note Accuracy,6
857319,52646,Trumpet,Technical Etude,Rhythmic Accuracy,5
857320,52646,Trumpet,Technical Etude,"Musicality, Tempo & Style",3
857321,52646,Trumpet,Chromatic Scale,Chromatic Scale,4
857322,52646,Trumpet,Major Scales,G,2
857323,52646,Trumpet,Major Scales,C,2
857324,52646,Trumpet,Major Scales,F,4
857325,52646,Trumpet,Major Scales,Bb,4
857326,52646,Trumpet,Major Scales,Eb,3
857327,52646,Trumpet,Major Scales,Ab,3
857328,52646,Trumpet,Major Scales,Db,2
857329,52646,Trumpet,Sight-Reading,Tone Quality,1
857330,52646,Trumpet,Sight-Reading,Note Accuracy,1
857331,52646,Trumpet,Sight-Reading,Rhythmic Accuracy,1
857332,52646,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",1
894904,52648,Tuba,Lyrical Etude,Tone Quality,11
894905,52648,Tuba,Lyrical Etude,Note Accuracy,7
894906,52648,Tuba,Lyrical Etude,Rhythmic Accuracy,7
894907,52648,Tuba,Lyrical Etude,"Musicallity, Tempo & Style",11
894908,52648,Tuba,Technical Etude,Tone Quality,11
894909,52648,Tuba,Technical Etude,Note Accuracy,7
894910,52648,Tuba,Technical Etude,Rhythmic Accuracy,7
894911,52648,Tuba,Technical Etude,"Musicality, Tempo & Style",11
894912,52648,Tuba,Chromatic Scale,Chromatic Scale,5
894913,52648,Tuba,Major Scales,G,4
894914,52648,Tuba,Major Scales,C,3
894915,52648,Tuba,Major Scales,F,5
894916,52648,Tuba,Major Scales,Bb,4
894917,52648,Tuba,Major Scales,Eb,2
894918,52648,Tuba,Major Scales,Ab,5
894919,52648,Tuba,Major Scales,Db,3
894920,52648,Tuba,Sight-Reading,Tone Quality,5
894921,52648,Tuba,Sight-Reading,Note Accuracy,5
894922,52648,Tuba,Sight-Reading,Rhythmic Accuracy,4
894923,52648,Tuba,Sight-Reading,"Musicallity, Tempo & Style",4
874879,52651,French Horn,Lyrical Etude,Tone Quality,16
874880,52651,French Horn,Lyrical Etude,Note Accuracy,7
874881,52651,French Horn,Lyrical Etude,Rhythmic Accuracy,8
874882,52651,French Horn,Lyrical Etude,"Musicallity, Tempo & Style",16
874891,52651,French Horn,Technical Etude,Tone Quality,17
874892,52651,French Horn,Technical Etude,Note Accuracy,8
874893,52651,French Horn,Technical Etude,Rhythmic Accuracy,9
874894,52651,French Horn,Technical Etude,"Musicality, Tempo & Style",17
874901,52651,French Horn,Chromatic Scale,Chromatic Scale,11
874902,52651,French Horn,Major Scales,G,9
874903,52651,French Horn,Major Scales,C,9
874904,52651,French Horn,Major Scales,F,11
874905,52651,French Horn,Major Scales,Bb,9
874906,52651,French Horn,Major Scales,Eb,11
874907,52651,French Horn,Major Scales,Ab,9
874908,52651,French Horn,Major Scales,Db,10
874909,52651,French Horn,Sight-Reading,Tone Quality,8
874910,52651,French Horn,Sight-Reading,Note Accuracy,5
874911,52651,French Horn,Sight-Reading,Rhythmic Accuracy,6
874912,52651,French Horn,Sight-Reading,"Musicallity, Tempo & Style",7
874916,52701,French Horn,Lyrical Etude,Tone Quality,18
874917,52701,French Horn,Lyrical Etude,Note Accuracy,8
874918,52701,French Horn,Lyrical Etude,Rhythmic Accuracy,9
874919,52701,French Horn,Lyrical Etude,"Musicallity, Tempo & Style",18
874927,52701,French Horn,Technical Etude,Tone Quality,18
874928,52701,French Horn,Technical Etude,Note Accuracy,8
874929,52701,French Horn,Technical Etude,Rhythmic Accuracy,9
874930,52701,French Horn,Technical Etude,"Musicality, Tempo & Style",17
874944,52701,French Horn,Chromatic Scale,Chromatic Scale,14
874945,52701,French Horn,Major Scales,G,9
874946,52701,French Horn,Major Scales,C,9
874947,52701,French Horn,Major Scales,F,9
874948,52701,French Horn,Major Scales,Bb,13
874949,52701,French Horn,Major Scales,Eb,12
874950,52701,French Horn,Major Scales,Ab,10
874951,52701,French Horn,Major Scales,Db,14
874952,52701,French Horn,Sight-Reading,Tone Quality,9
874953,52701,French Horn,Sight-Reading,Note Accuracy,8
874954,52701,French Horn,Sight-Reading,Rhythmic Accuracy,7
874955,52701,French Horn,Sight-Reading,"Musicallity, Tempo & Style",8
892097,52721,Flute,Lyrical Etude,Tone Quality,14
892098,52721,Flute,Lyrical Etude,Note Accuracy,10
892099,52721,Flute,Lyrical Etude,Rhythmic Accuracy,9
892100,52721,Flute,Lyrical Etude,"Musicallity, Tempo & Style",12
892101,52721,Flute,Technical Etude,Tone Quality,12
892102,52721,Flute,Technical Etude,Note Accuracy,7
892103,52721,Flute,Technical Etude,Rhythmic Accuracy,6
892104,52721,Flute,Technical Etude,"Musicality, Tempo & Style",9
892105,52721,Flute,Chromatic Scale,Chromatic Scale,8
892106,52721,Flute,Major Scales,G,9
892107,52721,Flute,Major Scales,C,5
892108,52721,Flute,Major Scales,F,0
892109,52721,Flute,Major Scales,Bb,6
892110,52721,Flute,Major Scales,Eb,5
892111,52721,Flute,Major Scales,Ab,5
892112,52721,Flute,Major Scales,Db,0
892113,52721,Flute,Sight-Reading,Tone Quality,8
892114,52721,Flute,Sight-Reading,Note Accuracy,6
892115,52721,Flute,Sight-Reading,Rhythmic Accuracy,3
892116,52721,Flute,Sight-Reading,"Musicallity, Tempo & Style",0
857333,52737,Trumpet,Lyrical Etude,Tone Quality,1
857334,52737,Trumpet,Lyrical Etude,Note Accuracy,1
857335,52737,Trumpet,Lyrical Etude,Rhythmic Accuracy,2
857336,52737,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",1
857337,52737,Trumpet,Technical Etude,Tone Quality,1
857338,52737,Trumpet,Technical Etude,Note Accuracy,1
857339,52737,Trumpet,Technical Etude,Rhythmic Accuracy,2
857340,52737,Trumpet,Technical Etude,"Musicality, Tempo & Style",1
857341,52737,Trumpet,Chromatic Scale,Chromatic Scale,1
857342,52737,Trumpet,Major Scales,G,2
857343,52737,Trumpet,Major Scales,C,1
857344,52737,Trumpet,Major Scales,F,0
857345,52737,Trumpet,Major Scales,Bb,2
857346,52737,Trumpet,Major Scales,Eb,2
857347,52737,Trumpet,Major Scales,Ab,3
857348,52737,Trumpet,Major Scales,Db,0
857349,52737,Trumpet,Sight-Reading,Tone Quality,1
857350,52737,Trumpet,Sight-Reading,Note Accuracy,1
857351,52737,Trumpet,Sight-Reading,Rhythmic Accuracy,1
857352,52737,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",1
899140,52738,Alto Saxophone,Lyrical Etude,Tone Quality,5
899141,52738,Alto Saxophone,Lyrical Etude,Note Accuracy,9
899142,52738,Alto Saxophone,Lyrical Etude,Rhythmic Accuracy,5
899143,52738,Alto Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",3
899144,52738,Alto Saxophone,Technical Etude,Tone Quality,6
899145,52738,Alto Saxophone,Technical Etude,Note Accuracy,9
899146,52738,Alto Saxophone,Technical Etude,Rhythmic Accuracy,7
899147,52738,Alto Saxophone,Technical Etude,"Musicality, Tempo & Style",5
899148,52738,Alto Saxophone,Chromatic Scale,Chromatic Scale,7
899149,52738,Alto Saxophone,Major Scales,G,6
899150,52738,Alto Saxophone,Major Scales,C,3
899151,52738,Alto Saxophone,Major Scales,F,6
899152,52738,Alto Saxophone,Major Scales,Bb,3
899153,52738,Alto Saxophone,Major Scales,Eb,6
899154,52738,Alto Saxophone,Major Scales,Ab,6
899155,52738,Alto Saxophone,Major Scales,Db,5
899156,52738,Alto Saxophone,Sight-Reading,Tone Quality,4
899157,52738,Alto Saxophone,Sight-Reading,Note Accuracy,7
899158,52738,Alto Saxophone,Sight-Reading,Rhythmic Accuracy,4
899159,52738,Alto Saxophone,Sight-Reading,"Musicallity, Tempo & Style",3
872793,52742,Bb Clarinet,Lyrical Etude,Tone Quality,20
872794,52742,Bb Clarinet,Lyrical Etude,Note Accuracy,10
872795,52742,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,10
872796,52742,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",20
872797,52742,Bb Clarinet,Technical Etude,Tone Quality,20
872798,52742,Bb Clarinet,Technical Etude,Note Accuracy,10
872799,52742,Bb Clarinet,Technical Etude,Rhythmic Accuracy,10
872800,52742,Bb Clarinet,Technical Etude,"Musicality, Tempo & Style",20
872801,52742,Bb Clarinet,Chromatic Scale,Chromatic Scale,15
872802,52742,Bb Clarinet,Major Scales,G,10
872803,52742,Bb Clarinet,Major Scales,C,10
872804,52742,Bb Clarinet,Major Scales,F,13
872805,52742,Bb Clarinet,Major Scales,Bb,10
872806,52742,Bb Clarinet,Major Scales,Eb,10
872807,52742,Bb Clarinet,Major Scales,Ab,10
872808,52742,Bb Clarinet,Major Scales,Db,10
872809,52742,Bb Clarinet,Sight-Reading,Tone Quality,10
872810,52742,Bb Clarinet,Sight-Reading,Note Accuracy,10
872811,52742,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,10
872812,52742,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",10
892145,52748,Flute,Lyrical Etude,Tone Quality,8
892146,52748,Flute,Lyrical Etude,Note Accuracy,9
892147,52748,Flute,Lyrical Etude,Rhythmic Accuracy,8
892148,52748,Flute,Lyrical Etude,"Musicallity, Tempo & Style",7
892149,52748,Flute,Technical Etude,Tone Quality,9
892150,52748,Flute,Technical Etude,Note Accuracy,7
892151,52748,Flute,Technical Etude,Rhythmic Accuracy,5
