ScoreID,Student,Instrument,CategoryNew,ScoreGroup,Description,Score,MaxScore,NormalizedScore
480609,32741,Flute,Scales-G,Major Scales,G,5,8.0,0.625
480610,32741,Flute,Scales-C,Major Scales,C,4,8.0,0.5
480611,32741,Flute,Scales-F,Major Scales,F,5,8.0,0.625
480612,32741,Flute,Scales-Bb,Major Scales,Bb,5,8.0,0.625
480613,32741,Flute,Scales-Eb,Major Scales,Eb,5,8.0,0.625
480614,32741,Flute,Scales-Ab,Major Scales,Ab,4,8.0,0.5
480616,32741,Flute,Scales-Db,Major Scales,Db,4,8.0,0.5
480650,32741,Flute,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,6,10.0,0.6
480651,32741,Flute,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,3,10.0,0.3
480652,32741,Flute,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
480653,32741,Flute,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,4,5.0,0.8
480655,32744,Flute,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",12,20.0,0.6
480656,32744,Flute,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,9,15.0,0.6
480657,32744,Flute,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9,10.0,0.9
480658,32744,Flute,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,5,10.0,0.5
480660,32744,Flute,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",10,20.0,0.5
480661,32744,Flute,Technical Etude-Tone Quality,Technical Etude,Tone Quality,8,15.0,0.5333333333333333
480662,32744,Flute,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,5,10.0,0.5
480663,32744,Flute,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,4,10.0,0.4
480665,30991,French Horn,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",3,20.0,0.15
480666,30991,French Horn,Technical Etude-Tone Quality,Technical Etude,Tone Quality,4,15.0,0.26666666666666666
480667,30991,French Horn,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,2,10.0,0.2
480668,30991,French Horn,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,2,10.0,0.2
480670,30991,French Horn,Scales-Chromatic,Chromatic Scale,Chromatic Scale,8,15.0,0.5333333333333333
480702,32744,Flute,Scales-Chromatic,Chromatic Scale,Chromatic Scale,7,15.0,0.4666666666666667
480703,32744,Flute,Scales-G,Major Scales,G,5,8.0,0.625
480704,32744,Flute,Scales-C,Major Scales,C,5,8.0,0.625
480705,32744,Flute,Scales-F,Major Scales,F,5,8.0,0.625
480706,32744,Flute,Scales-Bb,Major Scales,Bb,4,8.0,0.5
480707,32744,Flute,Scales-Eb,Major Scales,Eb,4,8.0,0.5
480708,32744,Flute,Scales-Ab,Major Scales,Ab,5,8.0,0.625
480709,32744,Flute,Scales-Db,Major Scales,Db,4,8.0,0.5
480713,30991,French Horn,Scales-G,Major Scales,G,1,8.0,0.125
480714,30991,French Horn,Scales-C,Major Scales,C,2,8.0,0.25
480715,30991,French Horn,Scales-F,Major Scales,F,3,8.0,0.375
480716,30991,French Horn,Scales-Bb,Major Scales,Bb,4,8.0,0.5
480717,30991,French Horn,Scales-Eb,Major Scales,Eb,2,8.0,0.25
480718,30991,French Horn,Scales-Ab,Major Scales,Ab,2,8.0,0.25
480719,30991,French Horn,Scales-Db,Major Scales,Db,1,8.0,0.125
480723,32744,Flute,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,4,10.0,0.4
480724,32744,Flute,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2,10.0,0.2
480725,32744,Flute,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",1,10.0,0.1
480726,32744,Flute,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,3,5.0,0.6
480728,30991,French Horn,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,4,10.0,0.4
480729,30991,French Horn,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,3,10.0,0.3
480730,30991,French Horn,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
480731,30991,French Horn,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
480733,32943,Flute,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",5,20.0,0.25
480734,32943,Flute,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,4,15.0,0.26666666666666666
480735,32943,Flute,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,6,10.0,0.6
480736,32943,Flute,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,4,10.0,0.4
480749,32943,Flute,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",3,20.0,0.15
480750,32943,Flute,Technical Etude-Tone Quality,Technical Etude,Tone Quality,5,15.0,0.3333333333333333
480751,32943,Flute,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,6,10.0,0.6
480752,32943,Flute,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,5,10.0,0.5
480754,31017,French Horn,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",8,20.0,0.4
480755,31017,French Horn,Technical Etude-Tone Quality,Technical Etude,Tone Quality,6,15.0,0.4
480756,31017,French Horn,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,6,10.0,0.6
480757,31017,French Horn,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,5,10.0,0.5
480759,32943,Flute,Scales-Chromatic,Chromatic Scale,Chromatic Scale,3,15.0,0.2
480760,31017,French Horn,Scales-Chromatic,Chromatic Scale,Chromatic Scale,10,15.0,0.6666666666666666
480761,31017,French Horn,Scales-G,Major Scales,G,4,8.0,0.5
480762,31017,French Horn,Scales-C,Major Scales,C,4,8.0,0.5
480763,31017,French Horn,Scales-F,Major Scales,F,3,8.0,0.375
480764,31017,French Horn,Scales-Bb,Major Scales,Bb,5,8.0,0.625
480765,31017,French Horn,Scales-Eb,Major Scales,Eb,3,8.0,0.375
480766,31017,French Horn,Scales-Ab,Major Scales,Ab,2,8.0,0.25
480767,31017,French Horn,Scales-Db,Major Scales,Db,2,8.0,0.25
480771,31017,French Horn,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,4,10.0,0.4
480772,31017,French Horn,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,5,10.0,0.5
480773,31017,French Horn,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
480774,31017,French Horn,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2,5.0,0.4
480776,32943,Flute,Scales-G,Major Scales,G,1,8.0,0.125
480777,32943,Flute,Scales-C,Major Scales,C,2,8.0,0.25
480778,32943,Flute,Scales-F,Major Scales,F,3,8.0,0.375
480779,32943,Flute,Scales-Bb,Major Scales,Bb,1,8.0,0.125
480780,32943,Flute,Scales-Eb,Major Scales,Eb,0,8.0,0.0
480781,32943,Flute,Scales-Ab,Major Scales,Ab,0,8.0,0.0
480782,32943,Flute,Scales-Db,Major Scales,Db,0,8.0,0.0
480786,32943,Flute,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,3,10.0,0.3
480787,32943,Flute,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2,10.0,0.2
480788,32943,Flute,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",1,10.0,0.1
480789,32943,Flute,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
480791,31021,French Horn,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",4,20.0,0.2
480792,31021,French Horn,Technical Etude-Tone Quality,Technical Etude,Tone Quality,3,15.0,0.2
480793,31021,French Horn,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,2,10.0,0.2
480794,31021,French Horn,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,3,10.0,0.3
480796,32952,Flute,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",13,20.0,0.65
480797,32952,Flute,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,5,15.0,0.3333333333333333
480798,32952,Flute,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9,10.0,0.9
480799,32952,Flute,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
480801,32952,Flute,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",14,20.0,0.7
480802,32952,Flute,Technical Etude-Tone Quality,Technical Etude,Tone Quality,6,15.0,0.4
480803,32952,Flute,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8,10.0,0.8
480804,32952,Flute,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,9,10.0,0.9
480806,32952,Flute,Scales-Chromatic,Chromatic Scale,Chromatic Scale,11,15.0,0.7333333333333333
480807,32952,Flute,Scales-G,Major Scales,G,5,8.0,0.625
480808,32952,Flute,Scales-C,Major Scales,C,6,8.0,0.75
480809,32952,Flute,Scales-F,Major Scales,F,5,8.0,0.625
480811,31021,French Horn,Scales-Chromatic,Chromatic Scale,Chromatic Scale,5,15.0,0.3333333333333333
480812,31021,French Horn,Scales-G,Major Scales,G,3,8.0,0.375
480813,31021,French Horn,Scales-C,Major Scales,C,4,8.0,0.5
480814,31021,French Horn,Scales-F,Major Scales,F,3,8.0,0.375
480815,31021,French Horn,Scales-Bb,Major Scales,Bb,5,8.0,0.625
480816,31021,French Horn,Scales-Eb,Major Scales,Eb,2,8.0,0.25
480817,31021,French Horn,Scales-Ab,Major Scales,Ab,2,8.0,0.25
480818,31021,French Horn,Scales-Db,Major Scales,Db,1,8.0,0.125
480822,32952,Flute,Scales-Bb,Major Scales,Bb,4,8.0,0.5
480823,32952,Flute,Scales-Eb,Major Scales,Eb,4,8.0,0.5
480824,32952,Flute,Scales-Ab,Major Scales,Ab,3,8.0,0.375
480825,32952,Flute,Scales-Db,Major Scales,Db,5,8.0,0.625
480828,31021,French Horn,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,2,10.0,0.2
480829,31021,French Horn,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,1,10.0,0.1
480830,31021,French Horn,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",1,10.0,0.1
480831,31021,French Horn,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
480833,32952,Flute,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5,10.0,0.5
480834,32952,Flute,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,7,10.0,0.7
480835,32952,Flute,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",5,10.0,0.5
480836,32952,Flute,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
480838,32984,Flute,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",4,20.0,0.2
480839,32984,Flute,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,5,15.0,0.3333333333333333
480840,32984,Flute,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9,10.0,0.9
480841,32984,Flute,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,4,10.0,0.4
480843,31035,French Horn,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",12,20.0,0.6
480844,31035,French Horn,Technical Etude-Tone Quality,Technical Etude,Tone Quality,10,15.0,0.6666666666666666
480845,31035,French Horn,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,6,10.0,0.6
480846,31035,French Horn,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,6,10.0,0.6
480848,31035,French Horn,Scales-Chromatic,Chromatic Scale,Chromatic Scale,5,15.0,0.3333333333333333
480849,32984,Flute,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",7,20.0,0.35
480850,32984,Flute,Technical Etude-Tone Quality,Technical Etude,Tone Quality,5,15.0,0.3333333333333333
480851,32984,Flute,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,6,10.0,0.6
480852,32984,Flute,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,5,10.0,0.5
480854,32984,Flute,Scales-Chromatic,Chromatic Scale,Chromatic Scale,6,15.0,0.4
480855,31035,French Horn,Scales-G,Major Scales,G,4,8.0,0.5
480856,31035,French Horn,Scales-C,Major Scales,C,4,8.0,0.5
480857,31035,French Horn,Scales-F,Major Scales,F,5,8.0,0.625
480858,31035,French Horn,Scales-Bb,Major Scales,Bb,4,8.0,0.5
480859,31035,French Horn,Scales-Eb,Major Scales,Eb,2,8.0,0.25
480860,31035,French Horn,Scales-Ab,Major Scales,Ab,3,8.0,0.375
480861,31035,French Horn,Scales-Db,Major Scales,Db,4,8.0,0.5
480896,31035,French Horn,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,2,10.0,0.2
480897,31035,French Horn,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2,10.0,0.2
480898,31035,French Horn,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",5,10.0,0.5
480899,31035,French Horn,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,3,5.0,0.6
480901,32984,Flute,Scales-G,Major Scales,G,0,8.0,0.0
480902,32984,Flute,Scales-C,Major Scales,C,4,8.0,0.5
480903,32984,Flute,Scales-F,Major Scales,F,3,8.0,0.375
480904,32984,Flute,Scales-Bb,Major Scales,Bb,4,8.0,0.5
480905,32984,Flute,Scales-Eb,Major Scales,Eb,2,8.0,0.25
480906,32984,Flute,Scales-Ab,Major Scales,Ab,2,8.0,0.25
480907,32984,Flute,Scales-Db,Major Scales,Db,3,8.0,0.375
480911,32984,Flute,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,3,10.0,0.3
480912,32984,Flute,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2,10.0,0.2
480913,32984,Flute,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",1,10.0,0.1
480914,32984,Flute,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
480916,31125,French Horn,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",4,20.0,0.2
480917,31125,French Horn,Technical Etude-Tone Quality,Technical Etude,Tone Quality,2,15.0,0.13333333333333333
480918,31125,French Horn,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,3,10.0,0.3
480919,31125,French Horn,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,3,10.0,0.3
480921,33032,Flute,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",15,20.0,0.75
480922,33032,Flute,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,14,15.0,0.9333333333333333
480923,33032,Flute,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8,10.0,0.8
480924,33032,Flute,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,8,10.0,0.8
480926,33032,Flute,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",16,20.0,0.8
480927,33032,Flute,Technical Etude-Tone Quality,Technical Etude,Tone Quality,14,15.0,0.9333333333333333
480928,33032,Flute,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8,10.0,0.8
480929,33032,Flute,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7,10.0,0.7
480931,33032,Flute,Scales-Chromatic,Chromatic Scale,Chromatic Scale,10,15.0,0.6666666666666666
480932,31125,French Horn,Scales-Chromatic,Chromatic Scale,Chromatic Scale,5,15.0,0.3333333333333333
480933,31125,French Horn,Scales-G,Major Scales,G,0,8.0,0.0
480934,31125,French Horn,Scales-C,Major Scales,C,0,8.0,0.0
480935,31125,French Horn,Scales-F,Major Scales,F,0,8.0,0.0
480936,31125,French Horn,Scales-Bb,Major Scales,Bb,3,8.0,0.375
480937,31125,French Horn,Scales-Eb,Major Scales,Eb,0,8.0,0.0
480938,31125,French Horn,Scales-Ab,Major Scales,Ab,0,8.0,0.0
480939,31125,French Horn,Scales-Db,Major Scales,Db,0,8.0,0.0
480943,31125,French Horn,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,3,10.0,0.3
480944,31125,French Horn,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,5,10.0,0.5
480945,31125,French Horn,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",2,10.0,0.2
480946,31125,French Horn,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
480948,33032,Flute,Scales-G,Major Scales,G,4,8.0,0.5
480949,33032,Flute,Scales-C,Major Scales,C,6,8.0,0.75
480950,33032,Flute,Scales-F,Major Scales,F,5,8.0,0.625
480951,33032,Flute,Scales-Bb,Major Scales,Bb,3,8.0,0.375
480952,33032,Flute,Scales-Eb,Major Scales,Eb,4,8.0,0.5
480953,33032,Flute,Scales-Ab,Major Scales,Ab,4,8.0,0.5
480954,33032,Flute,Scales-Db,Major Scales,Db,4,8.0,0.5
480958,33032,Flute,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,4,10.0,0.4
480959,33032,Flute,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2,10.0,0.2
480960,33032,Flute,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",1,10.0,0.1
480961,33032,Flute,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,4,5.0,0.8
480963,33092,Flute,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",13,20.0,0.65
480964,33092,Flute,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,10,15.0,0.6666666666666666
480965,33092,Flute,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9,10.0,0.9
480966,33092,Flute,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
480968,33092,Flute,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",12,20.0,0.6
480969,33092,Flute,Technical Etude-Tone Quality,Technical Etude,Tone Quality,9,15.0,0.6
480970,33092,Flute,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8,10.0,0.8
480971,33092,Flute,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,9,10.0,0.9
480973,33092,Flute,Scales-Chromatic,Chromatic Scale,Chromatic Scale,11,15.0,0.7333333333333333
480974,33092,Flute,Scales-G,Major Scales,G,5,8.0,0.625
480975,33092,Flute,Scales-C,Major Scales,C,7,8.0,0.875
480976,33092,Flute,Scales-F,Major Scales,F,5,8.0,0.625
480977,33092,Flute,Scales-Bb,Major Scales,Bb,4,8.0,0.5
480978,33092,Flute,Scales-Eb,Major Scales,Eb,4,8.0,0.5
480979,33092,Flute,Scales-Ab,Major Scales,Ab,5,8.0,0.625
480980,33092,Flute,Scales-Db,Major Scales,Db,5,8.0,0.625
480984,33092,Flute,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,4,10.0,0.4
480985,33092,Flute,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,7,10.0,0.7
480986,33092,Flute,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
480987,33092,Flute,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
481048,33150,Flute,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",6,20.0,0.3
481049,33150,Flute,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,5,15.0,0.3333333333333333
481050,33150,Flute,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,6,10.0,0.6
481051,33150,Flute,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,6,10.0,0.6
481053,33150,Flute,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",8,20.0,0.4
481054,33150,Flute,Technical Etude-Tone Quality,Technical Etude,Tone Quality,5,15.0,0.3333333333333333
481055,33150,Flute,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7,10.0,0.7
481056,33150,Flute,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,5,10.0,0.5
481058,33150,Flute,Scales-Chromatic,Chromatic Scale,Chromatic Scale,4,15.0,0.26666666666666666
481059,33150,Flute,Scales-G,Major Scales,G,3,8.0,0.375
481060,33150,Flute,Scales-C,Major Scales,C,4,8.0,0.5
481061,33150,Flute,Scales-F,Major Scales,F,3,8.0,0.375
481062,33150,Flute,Scales-Bb,Major Scales,Bb,2,8.0,0.25
481063,33150,Flute,Scales-Eb,Major Scales,Eb,2,8.0,0.25
481064,33150,Flute,Scales-Ab,Major Scales,Ab,0,8.0,0.0
481065,33150,Flute,Scales-Db,Major Scales,Db,0,8.0,0.0
481069,33150,Flute,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,6,10.0,0.6
481070,33150,Flute,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,4,10.0,0.4
481071,33150,Flute,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",2,10.0,0.2
481072,33150,Flute,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
481105,33185,Flute,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",11,20.0,0.55
481106,33185,Flute,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,7,15.0,0.4666666666666667
481107,33185,Flute,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,7,10.0,0.7
481108,33185,Flute,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,8,10.0,0.8
481110,33185,Flute,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",10,20.0,0.5
481111,33185,Flute,Technical Etude-Tone Quality,Technical Etude,Tone Quality,7,15.0,0.4666666666666667
481112,33185,Flute,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,6,10.0,0.6
481113,33185,Flute,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,5,10.0,0.5
481115,33185,Flute,Scales-Chromatic,Chromatic Scale,Chromatic Scale,8,15.0,0.5333333333333333
481116,33185,Flute,Scales-G,Major Scales,G,3,8.0,0.375
481117,33185,Flute,Scales-C,Major Scales,C,3,8.0,0.375
481118,33185,Flute,Scales-F,Major Scales,F,4,8.0,0.5
481119,33185,Flute,Scales-Bb,Major Scales,Bb,4,8.0,0.5
481120,33185,Flute,Scales-Eb,Major Scales,Eb,4,8.0,0.5
481121,33185,Flute,Scales-Ab,Major Scales,Ab,3,8.0,0.375
481122,33185,Flute,Scales-Db,Major Scales,Db,4,8.0,0.5
481126,33185,Flute,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,3,10.0,0.3
481127,33185,Flute,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2,10.0,0.2
481128,33185,Flute,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
481129,33185,Flute,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
481131,33186,Flute,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",14,20.0,0.7
481132,33186,Flute,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,13,15.0,0.8666666666666667
481133,33186,Flute,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8,10.0,0.8
481134,33186,Flute,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
481136,33186,Flute,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",11,20.0,0.55
481137,33186,Flute,Technical Etude-Tone Quality,Technical Etude,Tone Quality,12,15.0,0.8
481138,33186,Flute,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,9,10.0,0.9
481139,33186,Flute,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,6,10.0,0.6
481175,34223,Euphonium,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",11,20.0,0.55
481176,34223,Euphonium,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,9,15.0,0.6
481177,34223,Euphonium,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,7,10.0,0.7
481178,34223,Euphonium,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7,10.0,0.7
481180,34223,Euphonium,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",10,20.0,0.5
481181,34223,Euphonium,Technical Etude-Tone Quality,Technical Etude,Tone Quality,8,15.0,0.5333333333333333
481182,34223,Euphonium,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7,10.0,0.7
481183,34223,Euphonium,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7,10.0,0.7
481185,34223,Euphonium,Scales-Chromatic,Chromatic Scale,Chromatic Scale,8,15.0,0.5333333333333333
481186,34223,Euphonium,Scales-G,Major Scales,G,1,8.0,0.125
481187,34223,Euphonium,Scales-C,Major Scales,C,0,8.0,0.0
481188,34223,Euphonium,Scales-F,Major Scales,F,2,8.0,0.25
481189,34223,Euphonium,Scales-Bb,Major Scales,Bb,1,8.0,0.125
481190,34223,Euphonium,Scales-Eb,Major Scales,Eb,1,8.0,0.125
481191,34223,Euphonium,Scales-Ab,Major Scales,Ab,1,8.0,0.125
481192,34223,Euphonium,Scales-Db,Major Scales,Db,0,8.0,0.0
481196,34223,Euphonium,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,7,10.0,0.7
481197,34223,Euphonium,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,6,10.0,0.6
481198,34223,Euphonium,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",4,10.0,0.4
481199,34223,Euphonium,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2,5.0,0.4
481232,33186,Flute,Scales-Chromatic,Chromatic Scale,Chromatic Scale,6,15.0,0.4
481233,33186,Flute,Scales-G,Major Scales,G,5,8.0,0.625
481234,33186,Flute,Scales-C,Major Scales,C,4,8.0,0.5
